hour,month,hour_of_day,T_outdoor_C,kWh_m2_RB,kWh_m2_NA,PMV_NA
558,1,6,3.75,0.45853,0.36636,0.813
559,1,7,1.07,0.45851,0.36802,-0.637
560,1,8,1.24,0.45439,0.37257,-0.007
561,1,9,4.13,0.43216,0.36709,0.001
562,1,10,1.13,0.44959,0.36819,-0.441
563,1,11,1.07,0.43864,0.36378,1.037
564,1,12,-0.28,0.45605,0.37376,-0.256
565,1,13,0.86,0.4382,0.37216,0.537
566,1,14,-1.02,0.46499,0.36284,0.049
567,1,15,2.81,0.46184,0.37514,0.309
568,1,16,-1.13,0.45478,0.36297,0.269
569,1,17,-0.48,0.4448,0.36269,-0.012
570,1,18,-1.82,0.43505,0.36745,-0.543
571,1,19,-2.67,0.42851,0.37469,-0.456
572,1,20,-0.28,0.45154,0.36751,0.596
573,1,21,-2.04,0.46518,0.37151,0.299
574,1,22,-1.67,0.45531,0.36374,-0.725
575,1,23,1.94,0.42758,0.3682,-0.412
576,1,0,0.48,0.44699,0.37325,-0.772
577,1,1,1.93,0.46265,0.36993,-0.093
578,1,2,1.63,0.43686,0.36417,0.067
579,1,3,0.9,0.45226,0.37029,-0.295
580,1,4,0.98,0.45982,0.36806,0.158
581,1,5,2.57,0.43705,0.36748,-0.003
582,1,6,3.26,0.43011,0.37251,0.141
583,1,7,2.29,0.43725,0.37166,0.316
584,1,8,1.6,0.46451,0.37037,-0.556
585,1,9,1.64,0.45247,0.36877,-0.265
586,1,10,2.69,0.44591,0.37623,0.292
587,1,11,0.11,0.43268,0.36627,-0.425
588,1,12,-0.11,0.43013,0.36308,-0.041
589,1,13,-0.04,0.43936,0.37547,-0.248
590,1,14,-0.29,0.43551,0.37387,-0.298
591,1,15,0.69,0.46694,0.36798,-0.09
592,1,16,-0.42,0.44996,0.37186,0.368
593,1,17,-1.5,0.45955,0.36866,-0.212
594,1,18,-2.89,0.42622,0.36552,-0.328
595,1,19,-1.65,0.46764,0.37197,-0.333
596,1,20,-1.64,0.46069,0.37507,0.722
597,1,21,-1.21,0.44219,0.36676,0.165
598,1,22,0.43,0.42932,0.37322,0.667
599,1,23,0.48,0.42752,0.36389,-1.039
600,1,0,0.73,0.44139,0.36969,-0.418
601,1,1,0.39,0.43853,0.36351,-0.016
602,1,2,2.4,0.46892,0.3756,-0.01
603,1,3,0.98,0.46312,0.37367,0.376
604,1,4,1.34,0.43629,0.36592,-1.019
605,1,5,1.82,0.4293,0.37626,-0.337
606,1,6,2.61,0.4554,0.3727,0.352
607,1,7,1.53,0.44218,0.37054,0.024
608,1,8,3.58,0.46385,0.37305,-0.398
609,1,9,2.1,0.43581,0.36838,0.891
610,1,10,1.86,0.46498,0.36396,-0.068
611,1,11,1.57,0.46801,0.3685,0.353
612,1,12,0.64,0.42754,0.36235,0.717
613,1,13,-0.39,0.43602,0.37241,-0.275
614,1,14,-0.11,0.45182,0.36897,-0.068
615,1,15,0.32,0.43212,0.37276,0.409
616,1,16,-0.97,0.45627,0.37562,0.233
617,1,17,-1.83,0.46154,0.3654,0.109
618,1,18,-3.52,0.43988,0.36624,0.543
619,1,19,-1.02,0.44783,0.37147,0.216
620,1,20,-1.27,0.44906,0.36954,0.077
621,1,21,-1.1,0.46851,0.36616,0.217
622,1,22,-0.57,0.44348,0.37125,-0.038
623,1,23,-2.35,0.44955,0.37404,0.127
624,1,0,1.0,0.467,0.37037,0.301
625,1,1,1.56,0.46487,0.37403,-0.783
626,1,2,1.61,0.45389,0.37624,-0.629
627,1,3,1.88,0.46859,0.37609,-0.198
628,1,4,3.27,0.43893,0.37545,0.098
629,1,5,3.48,0.4567,0.36676,-0.639
630,1,6,2.06,0.46176,0.36315,-0.858
631,1,7,3.88,0.44937,0.37547,0.431
632,1,8,3.89,0.45124,0.37232,0.503
633,1,9,2.04,0.45194,0.36473,-0.16
634,1,10,2.09,0.46267,0.3626,-0.14
635,1,11,1.63,0.43502,0.37636,-0.133
636,1,12,1.37,0.44308,0.36367,-0.353
637,1,13,0.81,0.4395,0.37058,-0.464
638,1,14,-0.75,0.44733,0.36775,-0.565
639,1,15,-1.09,0.4554,0.3759,-0.559
640,1,16,-1.75,0.43663,0.36282,0.177
641,1,17,-1.83,0.43336,0.36481,-0.233
642,1,18,-2.25,0.43005,0.36576,-0.407
643,1,19,-2.5,0.43212,0.36266,0.306
644,1,20,0.0,0.42708,0.36967,-0.0
645,1,21,0.15,0.46365,0.37445,0.695
646,1,22,-0.66,0.45441,0.37572,-0.209
647,1,23,-0.52,0.43692,0.37293,0.188
648,1,0,3.04,0.45165,0.36319,-0.613
649,1,1,3.26,0.45393,0.36446,-0.225
650,1,2,1.25,0.42828,0.36854,0.266
651,1,3,4.26,0.45036,0.37135,-1.182
652,1,4,1.49,0.45319,0.36616,0.749
653,1,5,0.35,0.43915,0.36518,-0.458
654,1,6,2.51,0.44845,0.36662,-0.33
655,1,7,2.48,0.46416,0.37008,0.164
656,1,8,2.16,0.4353,0.36495,0.405
657,1,9,3.29,0.43259,0.37207,0.542
658,1,10,0.53,0.44604,0.37395,0.531
659,1,11,3.36,0.44288,0.36387,0.184
660,1,12,0.51,0.43947,0.3722,0.035
661,1,13,-1.35,0.46362,0.36271,0.241
662,1,14,-1.01,0.43866,0.37386,0.969
663,1,15,0.3,0.44297,0.37557,0.292
664,1,16,-0.81,0.46616,0.36289,-0.841
665,1,17,-0.11,0.43593,0.36805,-1.374
666,1,18,-2.0,0.44469,0.36874,-0.03
667,1,19,-1.22,0.46294,0.36709,0.835
668,1,20,0.27,0.4335,0.36747,-0.76
669,1,21,-1.72,0.46495,0.37074,0.681
670,1,22,-0.54,0.45861,0.37116,-0.484
671,1,23,0.3,0.42719,0.36332,0.196
672,1,0,-0.73,0.45071,0.37335,0.283
673,1,1,-0.78,0.45332,0.36378,0.654
674,1,2,2.45,0.44742,0.36578,0.432
675,1,3,1.97,0.42709,0.37522,0.576
676,1,4,2.69,0.44396,0.37583,0.579
677,1,5,2.63,0.45362,0.3658,0.609
678,1,6,1.87,0.43754,0.37258,-0.337
679,1,7,2.81,0.44783,0.36734,-0.196
680,1,8,2.36,0.43863,0.368,-0.764
681,1,9,2.65,0.45786,0.37218,0.555
682,1,10,0.98,0.4689,0.36868,0.219
683,1,11,1.98,0.44974,0.37636,0.47
684,1,12,0.11,0.43015,0.36434,-0.563
685,1,13,0.27,0.44414,0.36655,0.333
686,1,14,-1.46,0.42761,0.36647,0.5
687,1,15,-0.38,0.45659,0.36901,-0.237
688,1,16,0.55,0.42747,0.36716,-0.163
689,1,17,-3.36,0.4459,0.37064,0.414
690,1,18,-2.32,0.43067,0.36944,-0.109
691,1,19,-1.89,0.46157,0.36953,0.406
692,1,20,-0.87,0.4548,0.3629,-0.436
693,1,21,-2.04,0.4526,0.3646,-0.501
694,1,22,-0.87,0.44299,0.36858,0.473
695,1,23,-0.15,0.42852,0.36471,0.659
696,1,0,0.53,0.42578,0.36585,-0.549
697,1,1,-0.61,0.45606,0.36744,0.479
698,1,2,2.15,0.43881,0.37237,-0.308
699,1,3,0.47,0.46728,0.36476,-0.347
700,1,4,3.0,0.438,0.36843,0.455
701,1,5,0.88,0.44968,0.36437,-0.427
702,1,6,4.44,0.43036,0.3636,0.318
703,1,7,1.3,0.45921,0.36377,-0.278
704,1,8,3.8,0.45008,0.36984,-0.187
705,1,9,1.56,0.45047,0.36201,-0.15
706,1,10,1.14,0.44306,0.36548,0.354
707,1,11,1.35,0.44454,0.3703,0.348
708,1,12,-0.15,0.44042,0.36772,-0.907
709,1,13,-0.54,0.42611,0.36423,-0.091
710,1,14,-0.03,0.45175,0.37581,-0.119
711,1,15,-1.95,0.4566,0.37019,-0.675
712,1,16,1.3,0.45054,0.37296,0.374
713,1,17,-1.13,0.4668,0.36789,0.044
714,1,18,-2.02,0.45236,0.36447,-0.059
715,1,19,-2.39,0.46142,0.37317,0.013
716,1,20,-0.46,0.43274,0.37368,-0.085
717,1,21,-2.89,0.42821,0.36419,0.212
718,1,22,-0.2,0.43503,0.36898,0.405
719,1,23,-0.11,0.4406,0.37567,0.355
720,1,0,-1.16,0.43664,0.37,-0.41
721,1,1,0.7,0.45366,0.3733,0.015
722,1,2,2.46,0.43679,0.36449,0.121
723,1,3,0.98,0.42851,0.36309,0.236
724,1,4,1.54,0.45817,0.36909,-0.158
725,1,5,3.09,0.45797,0.36938,-0.309
726,1,6,3.12,0.46615,0.36242,-0.639
727,1,7,1.52,0.45267,0.37127,-0.397
728,1,8,1.61,0.46591,0.37282,-0.259
729,1,9,0.95,0.45257,0.36686,-0.1
730,2,10,-2.09,0.46628,0.36268,-0.709
731,2,11,-0.38,0.46393,0.37521,-0.495
732,2,12,-1.83,0.44065,0.37522,0.025
733,2,13,-0.07,0.43647,0.36203,-0.0
734,2,14,-1.14,0.46869,0.37416,0.111
735,2,15,-0.61,0.46126,0.36195,0.423
736,2,16,-3.02,0.46698,0.37295,0.252
737,2,17,-3.52,0.44024,0.36556,-0.108
738,2,18,-1.27,0.44395,0.36249,-0.482
739,2,19,-3.32,0.46247,0.36275,0.153
740,2,20,-3.53,0.4548,0.37143,0.178
741,2,21,-3.01,0.42931,0.37442,0.245
742,2,22,-3.48,0.44616,0.36382,-0.289
743,2,23,-2.71,0.43683,0.36831,-0.608
744,2,0,-0.0,0.46547,0.36315,-0.223
745,2,1,0.17,0.45454,0.36643,-0.197
746,2,2,-0.24,0.43288,0.36423,0.755
747,2,3,1.09,0.44816,0.36906,0.405
748,2,4,0.12,0.46337,0.37428,-0.508
749,2,5,-0.4,0.44527,0.37312,-0.11
750,2,6,2.24,0.42646,0.36305,0.174
751,2,7,1.69,0.46348,0.37182,0.155
752,2,8,-0.16,0.46382,0.36333,-0.222
753,2,9,0.43,0.44327,0.36816,0.776
754,2,10,-0.59,0.42922,0.37639,0.412
755,2,11,-0.76,0.43626,0.3692,-0.468
756,2,12,-0.7,0.46771,0.36771,-0.124
757,2,13,-1.64,0.44127,0.37621,-0.217
758,2,14,-1.3,0.44549,0.36575,0.319
759,2,15,-3.82,0.43451,0.37422,-0.507
760,2,16,-3.2,0.45784,0.36172,-0.268
761,2,17,-2.89,0.42772,0.37487,0.271
762,2,18,-1.16,0.46385,0.37467,-0.072
763,2,19,-4.71,0.43594,0.37297,-0.202
764,2,20,-4.54,0.43286,0.36677,-0.301
765,2,21,-2.53,0.43784,0.37427,-0.032
766,2,22,-1.77,0.44025,0.36455,-0.197
767,2,23,-3.47,0.4281,0.37015,0.715
768,2,0,-1.71,0.45261,0.37111,-0.98
769,2,1,-0.7,0.43961,0.36653,0.128
770,2,2,-2.03,0.44126,0.37409,-0.064
771,2,3,0.43,0.45048,0.36796,0.392
772,2,4,1.56,0.45741,0.36218,0.206
773,2,5,1.53,0.42886,0.36388,0.388
774,2,6,0.96,0.46115,0.36439,0.571
775,2,7,1.92,0.46276,0.37223,-1.076
776,2,8,-1.31,0.45499,0.36362,0.113
777,2,9,-0.01,0.44124,0.3739,-0.379
778,2,10,-0.06,0.44694,0.36306,0.526
779,2,11,-1.31,0.44816,0.37118,-0.109
780,2,12,-1.02,0.46738,0.37289,0.21
781,2,13,-1.42,0.4449,0.37001,-0.73
782,2,14,-0.6,0.42815,0.37268,0.247
783,2,15,-0.14,0.426,0.36927,0.242
784,2,16,-3.72,0.45623,0.36476,0.02
785,2,17,-3.91,0.44579,0.37483,0.402
786,2,18,-2.75,0.43161,0.36237,0.252
787,2,19,-4.72,0.46506,0.36682,0.693
788,2,20,-2.34,0.46002,0.36562,-0.996
789,2,21,-2.68,0.46202,0.36942,0.276
790,2,22,-2.22,0.44452,0.36331,0.57
791,2,23,-2.44,0.43303,0.36353,0.155
792,2,0,-2.03,0.43874,0.36903,-0.184
793,2,1,-3.11,0.44655,0.36797,0.024
794,2,2,-0.71,0.45669,0.36764,0.217
795,2,3,0.93,0.45879,0.3683,-0.605
796,2,4,-0.3,0.46572,0.37416,-0.021
797,2,5,2.01,0.43844,0.37244,-0.216
798,2,6,-2.22,0.42697,0.37591,0.491
799,2,7,1.04,0.43807,0.36594,0.202
800,2,8,1.55,0.4662,0.36563,0.097
801,2,9,1.59,0.43456,0.36768,0.289
802,2,10,0.26,0.46303,0.37461,-0.37
803,2,11,-1.99,0.45398,0.37442,0.526
804,2,12,-2.57,0.46554,0.37399,0.716
805,2,13,-0.82,0.44992,0.36222,-0.122
806,2,14,-2.81,0.43674,0.37598,0.885
807,2,15,-3.13,0.44308,0.37245,-0.427
808,2,16,-2.28,0.4292,0.36869,0.27
809,2,17,-3.31,0.46601,0.36885,-0.468
810,2,18,-1.61,0.4663,0.36238,-0.435
811,2,19,-3.51,0.43469,0.36976,-0.21
812,2,20,-3.99,0.46652,0.36396,-0.677
813,2,21,-4.18,0.44898,0.37253,-0.264
814,2,22,-2.27,0.46264,0.37325,0.539
815,2,23,-2.32,0.45445,0.37605,-0.255
816,2,0,-2.64,0.46327,0.36461,-0.24
817,2,1,-0.85,0.45377,0.36376,-0.146
818,2,2,-0.83,0.44829,0.36621,0.142
819,2,3,0.83,0.42739,0.3645,0.248
820,2,4,0.21,0.44574,0.36414,0.366
821,2,5,0.41,0.44396,0.36726,0.415
822,2,6,2.42,0.43587,0.37324,-0.972
823,2,7,0.86,0.46486,0.36337,0.566
824,2,8,0.7,0.43476,0.36361,0.574
825,2,9,0.87,0.45963,0.37118,-0.176
826,2,10,0.54,0.46032,0.36362,-0.632
827,2,11,-1.06,0.42899,0.37234,0.032
828,2,12,-1.52,0.43554,0.36788,-0.472
829,2,13,-1.73,0.42797,0.37403,-0.077
830,2,14,-3.25,0.46315,0.36441,0.714
831,2,15,-3.38,0.44149,0.37623,-0.166
832,2,16,-2.74,0.45357,0.36189,-0.133
833,2,17,-3.26,0.43429,0.36744,0.323
834,2,18,-4.86,0.45608,0.3734,0.575
835,2,19,-3.7,0.46723,0.36535,-0.533
836,2,20,-3.34,0.43929,0.36714,-0.037
837,2,21,-4.47,0.42524,0.37435,0.263
838,2,22,-3.54,0.4631,0.3654,0.124
839,2,23,-1.51,0.43246,0.37464,-0.093
840,2,0,-1.95,0.42598,0.36288,0.392
841,2,1,-1.24,0.44931,0.36473,-0.035
842,2,2,-0.94,0.45849,0.36167,-0.191
843,2,3,-0.76,0.44912,0.36677,-0.05
844,2,4,0.36,0.44993,0.36532,-0.187
845,2,5,-0.03,0.45792,0.37021,0.522
846,2,6,0.81,0.43274,0.3738,0.431
847,2,7,0.79,0.44641,0.37156,-0.334
848,2,8,0.43,0.45508,0.36679,0.156
849,2,9,-0.94,0.42617,0.36586,-0.501
850,2,10,-0.5,0.44503,0.37296,-0.512
851,2,11,-4.03,0.43479,0.37424,0.08
852,2,12,-2.69,0.44027,0.36189,-0.041
853,2,13,-2.33,0.44921,0.36357,-0.39
854,2,14,-1.43,0.45001,0.36604,0.185
855,2,15,-1.97,0.44572,0.36317,0.557
856,2,16,-2.49,0.44588,0.37587,-0.211
857,2,17,-4.11,0.43577,0.37623,-0.304
858,2,18,-2.08,0.46729,0.37376,-0.399
859,2,19,-4.43,0.43226,0.36893,0.138
860,2,20,-3.58,0.45075,0.36871,-0.327
861,2,21,-3.05,0.4671,0.37571,-0.353
862,2,22,-0.31,0.43436,0.37261,0.355
863,2,23,-0.66,0.43618,0.36934,0.327
864,2,0,-1.35,0.4284,0.3726,0.692
865,2,1,-1.04,0.4458,0.36276,-0.064
866,2,2,1.11,0.43591,0.3759,0.532
867,2,3,-0.67,0.45796,0.37348,0.51
868,2,4,0.83,0.46299,0.36643,-0.372
869,2,5,-0.61,0.42937,0.37127,-0.416
870,2,6,1.49,0.4663,0.37504,-0.302
871,2,7,0.85,0.43753,0.36289,0.131
872,2,8,-0.28,0.46905,0.36695,-0.007
873,2,9,-0.88,0.43504,0.3716,-0.089
874,2,10,-0.82,0.44892,0.36825,0.207
875,2,11,0.23,0.44688,0.3666,-0.615
876,2,12,-2.45,0.45318,0.37579,0.385
877,2,13,-2.42,0.45784,0.37361,0.64
878,2,14,-1.13,0.44385,0.37374,-0.408
879,2,15,-2.41,0.45012,0.36688,-0.063
880,2,16,-4.89,0.43098,0.36267,-0.387
881,2,17,-3.71,0.44061,0.36187,-0.781
882,2,18,-4.43,0.43387,0.36344,0.098
883,2,19,-4.18,0.4359,0.36833,0.018
884,2,20,-3.26,0.43975,0.37436,-0.497
885,2,21,-0.22,0.46674,0.36756,0.387
886,2,22,-4.42,0.44883,0.36285,0.385
887,2,23,-2.58,0.45542,0.36231,-0.249
888,2,0,-1.36,0.44921,0.36848,-0.001
889,2,1,-0.58,0.43007,0.36689,0.175
890,2,2,-0.18,0.45099,0.36991,0.116
891,2,3,1.56,0.45892,0.36354,-0.707
892,2,4,0.0,0.44903,0.3673,-0.018
893,2,5,-1.27,0.44513,0.36337,-0.629
894,2,6,-0.95,0.44522,0.37431,-0.424
895,2,7,1.04,0.42612,0.36634,-0.494
896,2,8,-0.39,0.44875,0.36624,-0.02
897,2,9,-0.32,0.42626,0.363,-0.103
898,2,10,0.52,0.43144,0.3676,0.173
899,2,11,0.52,0.4326,0.37573,-0.536
900,2,12,-0.7,0.45716,0.37216,-0.639
901,2,13,-3.76,0.46371,0.37196,0.18
902,2,14,-1.96,0.45773,0.36857,-0.385
903,2,15,-3.85,0.4386,0.37218,0.129
904,2,16,-4.48,0.43311,0.37044,-0.506
905,2,17,-3.4,0.4296,0.37404,0.549
906,2,18,-3.38,0.43611,0.37548,-0.311
907,2,19,-2.81,0.45428,0.36952,0.648
908,2,20,-2.61,0.44645,0.37102,-0.307
909,2,21,-3.8,0.43458,0.36521,0.929
910,2,22,-2.88,0.44384,0.36938,0.066
911,2,23,-0.92,0.42698,0.37444,-0.222
912,2,0,-1.74,0.46575,0.37203,0.686
913,2,1,-0.86,0.44468,0.36949,0.305
914,2,2,0.75,0.46583,0.37633,0.619
915,2,3,0.59,0.45035,0.36847,-0.271
916,2,4,-0.5,0.4542,0.36951,0.607
917,2,5,0.28,0.43392,0.36905,-0.643
918,2,6,3.35,0.45845,0.37289,0.252
919,2,7,-0.09,0.45543,0.3692,-0.053
920,2,8,-0.76,0.42979,0.36602,-0.291
921,2,9,-1.37,0.45048,0.36701,-1.082
922,2,10,-0.34,0.44337,0.36237,0.334
923,2,11,0.8,0.4505,0.37476,0.621
924,2,12,-0.81,0.4271,0.36636,0.148
925,2,13,-0.73,0.44449,0.37314,-0.518
926,2,14,-3.64,0.43744,0.36435,-0.218
927,2,15,-3.34,0.42516,0.37223,-0.253
928,2,16,-3.37,0.44097,0.37502,-0.026
929,2,17,-2.94,0.44857,0.37587,0.003
930,2,18,-3.98,0.45572,0.37623,-0.367
931,2,19,-3.05,0.42825,0.36704,0.509
932,2,20,-3.32,0.436,0.3674,-0.225
933,2,21,-2.99,0.43812,0.36551,0.094
934,2,22,-3.28,0.43536,0.37557,-0.555
935,2,23,-2.8,0.44534,0.36438,-0.079
936,2,0,-2.03,0.43002,0.37231,-0.372
937,2,1,-1.28,0.45522,0.3674,0.519
938,2,2,-0.68,0.44933,0.36227,-0.454
939,2,3,1.34,0.46286,0.36318,0.32
940,2,4,0.47,0.44797,0.36607,0.504
941,2,5,0.91,0.44196,0.36652,0.129
942,2,6,0.5,0.44416,0.37154,0.446
943,2,7,-0.71,0.46659,0.37622,0.326
944,2,8,3.02,0.44921,0.36883,0.443
945,2,9,0.77,0.43355,0.37583,-0.316
946,2,10,1.6,0.46029,0.36522,-0.348
947,2,11,-0.84,0.46314,0.36923,0.015
948,2,12,-3.65,0.42907,0.36678,0.114
949,2,13,-2.6,0.45746,0.36686,-1.055
950,2,14,-1.5,0.45807,0.362,-0.077
951,2,15,-4.16,0.45368,0.37193,0.329
952,2,16,-4.03,0.44218,0.37112,-0.346
953,2,17,-2.78,0.46462,0.36602,-0.711
954,2,18,-3.36,0.42895,0.36247,0.21
955,2,19,-4.49,0.46214,0.37255,-0.328
956,2,20,-2.84,0.4439,0.36565,0.379
957,2,21,-0.92,0.442,0.37549,0.513
958,2,22,-1.3,0.45216,0.36633,0.172
959,2,23,-2.71,0.4511,0.3676,0.304
960,2,0,-1.61,0.4383,0.36332,-0.444
961,2,1,-0.82,0.43992,0.36911,0.527
962,2,2,-1.56,0.46434,0.36987,1.103
963,2,3,-0.22,0.45219,0.36234,-0.402
964,2,4,-0.06,0.42904,0.3743,0.767
965,2,5,-0.01,0.43238,0.37534,-0.422
966,2,6,1.48,0.42641,0.36938,0.373
967,2,7,-1.3,0.43882,0.37424,0.488
968,2,8,0.46,0.44206,0.37149,-0.091
969,2,9,-0.54,0.45066,0.37613,-0.287
970,2,10,-0.13,0.44321,0.3729,-0.352
971,2,11,0.38,0.45332,0.36353,1.256
972,2,12,-1.46,0.46108,0.36371,0.812
973,2,13,-1.62,0.44915,0.37538,-0.04
974,2,14,-1.85,0.43864,0.363,0.085
975,2,15,-2.19,0.45209,0.37022,0.221
976,2,16,-3.58,0.43074,0.36812,0.054
977,2,17,-2.7,0.46796,0.36232,0.311
978,2,18,-4.41,0.42609,0.36556,-0.15
979,2,19,-3.73,0.4307,0.36887,-0.603
980,2,20,-2.9,0.46207,0.37354,0.108
981,2,21,-1.21,0.45814,0.3647,-0.323
982,2,22,-2.46,0.42517,0.37116,0.45
983,2,23,-1.29,0.43393,0.36878,0.767
984,2,0,-0.99,0.46129,0.37291,-0.029
985,2,1,-1.35,0.44141,0.36893,-0.404
986,2,2,-0.25,0.44043,0.36995,-0.163
987,2,3,0.09,0.45969,0.37198,0.63
988,2,4,0.74,0.46648,0.3717,-0.665
989,2,5,-0.48,0.44648,0.36817,-0.051
990,2,6,0.23,0.43869,0.36298,0.561
991,2,7,0.52,0.43994,0.36986,-0.236
992,2,8,1.54,0.44478,0.36935,-0.005
993,2,9,-2.35,0.42936,0.36353,-0.117
994,2,10,0.18,0.43674,0.37566,-0.222
995,2,11,-0.23,0.45663,0.36236,0.393
996,2,12,-0.66,0.42619,0.36596,0.041
997,2,13,-1.75,0.42963,0.36873,-0.246
998,2,14,-3.11,0.45819,0.36255,0.206
999,2,15,-3.21,0.46001,0.37421,-0.295
1000,2,16,-3.28,0.46233,0.37125,-0.06
1001,2,17,-3.06,0.46342,0.36269,-0.477
1002,2,18,-3.55,0.45358,0.36429,-0.163
1003,2,19,-2.69,0.44951,0.36337,0.29
1004,2,20,-3.07,0.44464,0.37636,0.123
1005,2,21,-2.88,0.44315,0.36308,0.443
1006,2,22,-1.25,0.45852,0.36502,-0.324
1007,2,23,-3.27,0.45973,0.36393,0.264
1008,2,0,-2.55,0.42606,0.36349,0.474
1009,2,1,-2.03,0.45264,0.36778,0.29
1010,2,2,-0.4,0.43823,0.36381,0.78
1011,2,3,1.29,0.45752,0.36403,-0.57
1012,2,4,-0.62,0.43435,0.3695,0.209
1013,2,5,1.57,0.46714,0.36386,-0.505
1014,2,6,1.44,0.43233,0.36708,0.051
1015,2,7,0.93,0.45434,0.37146,-0.349
1016,2,8,2.04,0.42604,0.37579,0.112
1017,2,9,-0.32,0.46649,0.37392,-0.119
1018,2,10,-0.7,0.46052,0.37065,0.099
1019,2,11,-0.79,0.4581,0.36806,-0.561
1020,2,12,-2.89,0.4306,0.36668,0.296
1021,2,13,-1.45,0.43375,0.37462,0.624
1022,2,14,-3.63,0.44361,0.36454,-0.04
1023,2,15,-2.81,0.44052,0.37136,-0.944
1024,2,16,-3.25,0.44034,0.37256,0.214
1025,2,17,-5.77,0.4608,0.37481,0.431
1026,2,18,-4.58,0.44527,0.36911,0.144
1027,2,19,-4.88,0.44554,0.36825,-0.184
1028,2,20,-2.94,0.464,0.37287,-0.035
1029,2,21,-4.43,0.45645,0.37064,-0.514
1030,2,22,-3.3,0.45207,0.37497,0.104
1031,2,23,-2.1,0.44718,0.37179,-0.256
1032,2,0,-0.94,0.46833,0.36337,0.13
1033,2,1,-1.62,0.43143,0.36424,0.02
1034,2,2,-0.01,0.4524,0.36459,-0.366
1035,2,3,-0.45,0.4499,0.36698,-0.138
1036,2,4,0.93,0.43679,0.36191,0.283
1037,2,5,0.99,0.42797,0.37138,-0.606
1038,2,6,-0.29,0.45108,0.37062,0.2
1039,2,7,1.22,0.42927,0.36766,-0.012
1040,2,8,0.13,0.44341,0.37153,0.363
1041,2,9,-1.91,0.45249,0.36986,-0.212
1042,2,10,0.98,0.43583,0.3653,0.514
1043,2,11,-2.14,0.45495,0.37056,-0.266
1044,2,12,-0.98,0.44502,0.36354,-0.102
1045,2,13,-1.64,0.43956,0.37423,-0.585
1046,2,14,-1.47,0.42899,0.37153,-0.004
1047,2,15,-3.09,0.4305,0.3684,0.257
1048,2,16,-2.95,0.45321,0.37157,0.154
1049,2,17,-3.33,0.42791,0.36632,-0.219
1050,2,18,-2.82,0.46892,0.3642,0.417
1051,2,19,-2.02,0.43408,0.36393,-0.165
1052,2,20,-4.99,0.46824,0.3684,-0.481
1053,2,21,-2.25,0.43684,0.36306,-0.312
1054,2,22,-2.71,0.43987,0.36644,0.275
1055,2,23,-2.15,0.44358,0.36769,-0.546
1056,2,0,-1.57,0.4258,0.36429,0.252
1057,2,1,-0.16,0.46696,0.37191,0.635
1058,2,2,-0.58,0.44771,0.37148,-0.081
1059,2,3,0.43,0.46309,0.3724,-0.458
1060,2,4,1.51,0.42909,0.36467,0.252
1061,2,5,0.53,0.45402,0.37187,0.043
1062,2,6,1.42,0.44616,0.36786,0.812
1063,2,7,0.59,0.43921,0.36769,-0.269
1064,2,8,0.09,0.43515,0.373,0.358
1065,2,9,0.3,0.46447,0.37594,0.543
1066,2,10,-1.85,0.44755,0.37627,-0.064
1067,2,11,0.04,0.45545,0.36482,-0.599
1068,2,12,-3.03,0.46261,0.37221,0.325
1069,2,13,-2.32,0.42599,0.37422,0.204
1070,2,14,-3.5,0.42855,0.36928,-0.166
1071,2,15,-2.53,0.45694,0.36956,-0.458
1072,2,16,-4.32,0.46358,0.37542,-0.009
1073,2,17,-4.88,0.43692,0.37435,-0.333
1074,2,18,-2.59,0.42969,0.36869,0.142
1075,2,19,-2.58,0.44151,0.36628,0.122
1076,2,20,-5.83,0.43097,0.36749,-0.546
1077,2,21,-3.58,0.43828,0.3732,0.556
1078,2,22,-1.54,0.45542,0.37495,0.486
1079,2,23,-0.75,0.43409,0.37513,0.308
1080,2,0,-2.54,0.46017,0.36692,-0.076
1081,2,1,-1.39,0.426,0.363,-0.301
1082,2,2,0.7,0.44448,0.3709,0.104
1083,2,3,-0.43,0.45368,0.36683,0.449
1084,2,4,-0.81,0.46813,0.36278,0.244
1085,2,5,-1.24,0.45129,0.36798,0.018
1086,2,6,-0.4,0.4326,0.37322,-0.332
1087,2,7,1.3,0.44611,0.36273,-0.284
1088,2,8,-0.82,0.45588,0.37381,0.159
1089,2,9,0.73,0.43755,0.36284,-0.77
1090,2,10,1.12,0.44493,0.36764,-0.233
1091,2,11,-1.47,0.43866,0.3707,-0.863
1092,2,12,-0.88,0.44454,0.37308,-0.437
1093,2,13,-2.33,0.4547,0.36446,0.211
1094,2,14,-2.81,0.43026,0.3686,-0.238
1095,2,15,-2.94,0.44865,0.36773,0.136
1096,2,16,-2.25,0.44941,0.36697,-0.742
1097,2,17,-2.5,0.45137,0.36786,0.249
1098,2,18,-4.09,0.4583,0.36964,0.096
1099,2,19,-3.14,0.43122,0.36871,0.166
1100,2,20,-5.38,0.46771,0.37555,0.013
1101,2,21,-4.16,0.46098,0.37465,0.14
1102,2,22,-3.38,0.43296,0.37088,0.415
1103,2,23,0.22,0.42943,0.36367,-0.084
1104,2,0,-2.66,0.45211,0.36709,-0.303
1105,2,1,0.27,0.4328,0.37524,0.296
1106,2,2,0.22,0.46505,0.36558,0.499
1107,2,3,-0.73,0.44482,0.36914,-0.061
