timestamp_s,T_drybulb_C,RH_pct,CO2_ppm,illuminance_lux,occupancy,window_open,blind_angle_east,blind_angle_west,hvac_valve_pos,air_velocity_ms,globe_T_C,mean_rad_T_C,operative_T_C,comfort_class_int,comfort_class_str
247,27.4,51.8,711.0,327.0,1,0,0.13,0.7,0.57,0.198,26.67,29.38,27.25,3,Warm
248,23.84,61.3,400.0,20,0,1,0.83,0.63,0.48,0.362,24.68,24.86,23.69,2,Neutral
249,21.43,57.4,400.0,20,0,1,0.02,0.8,0.3,0.159,21.41,21.16,21.63,1,Cool
250,18.31,50.8,411.0,171.0,1,1,0.68,0.15,0.59,0.136,19.55,19.83,18.29,1,Cool
251,22.91,46.0,452.0,585.0,1,1,0.64,0.6,0.18,0.304,23.72,24.3,22.59,2,Neutral
252,26.32,59.1,568.0,242.0,1,0,0.95,0.64,0.23,0.299,25.51,27.87,26.08,1,Cool
253,18.65,56.6,400.0,20,0,1,0.19,0.65,0.41,0.275,18.75,18.99,19.03,2,Neutral
254,27.03,52.0,400.0,20,0,1,0.97,0.55,0.01,0.208,27.04,25.52,26.41,2,Neutral
255,19.14,46.7,400.0,20,0,0,0.25,0.61,0.14,0.247,18.98,20.0,19.78,2,Neutral
256,23.32,35.9,638.0,433.0,1,1,0.6,0.98,0.56,0.071,23.24,22.08,23.25,2,Neutral
257,23.43,63.7,400.0,20,0,0,0.42,0.31,0.28,0.418,23.57,22.41,22.82,1,Cool
258,18.58,62.4,429.0,364.0,1,0,0.59,0.76,0.03,0.211,19.25,18.57,18.54,2,Neutral
259,19.81,38.3,400.0,20,0,1,0.33,0.32,0.27,0.428,19.5,19.63,20.01,2,Neutral
260,21.81,36.6,725.0,136.0,1,0,0.28,0.33,0.51,0.211,22.0,20.9,21.95,2,Neutral
261,18.44,33.0,534.0,451.0,1,0,0.54,0.15,0.7,0.362,18.14,19.02,19.14,3,Warm
262,25.52,55.6,660.0,460.0,1,1,0.57,0.34,0.46,0.147,24.5,25.58,24.81,2,Neutral
263,19.22,39.0,400.0,20,0,0,0.09,0.27,0.56,0.311,19.89,20.06,19.42,2,Neutral
264,19.71,39.7,629.0,128.0,1,0,0.66,0.95,0.92,0.181,20.17,20.93,19.43,3,Warm
265,23.14,58.6,400.0,20,0,0,0.43,0.76,0.15,0.349,23.26,22.76,23.22,2,Neutral
266,23.58,31.0,400.0,20,0,0,0.83,0.73,0.8,0.077,23.39,23.92,23.99,2,Neutral
267,23.98,56.7,645.0,161.0,1,0,0.88,0.01,0.64,0.37,23.65,23.48,24.05,4,Hot
268,21.63,42.6,400.0,20,0,1,0.32,0.01,0.58,0.255,20.85,22.43,21.61,2,Neutral
269,27.64,51.2,586.0,565.0,1,0,0.2,0.97,0.24,0.176,27.42,29.26,27.5,1,Cool
270,18.07,58.9,400.0,20,0,0,0.1,0.5,0.76,0.163,18.58,16.1,18.53,2,Neutral
271,25.68,50.4,663.0,320.0,1,1,0.28,0.96,0.73,0.108,25.05,25.91,25.4,2,Neutral
272,24.47,30.5,400.0,20,0,0,0.82,0.55,0.09,0.222,23.27,23.03,24.83,2,Neutral
273,20.22,65.4,627.0,301.0,1,1,0.45,0.12,0.81,0.056,20.63,19.54,19.48,2,Neutral
274,21.0,62.1,400.0,20,0,0,0.55,0.16,0.82,0.055,22.17,22.01,20.95,4,Hot
275,26.76,33.3,400.0,20,0,0,0.62,0.03,0.73,0.131,26.83,27.1,27.54,3,Warm
276,22.98,63.1,416.0,310.0,1,0,0.96,0.54,0.65,0.343,22.71,22.42,22.83,2,Neutral
277,21.56,58.1,643.0,189.0,1,0,0.18,0.35,0.44,0.444,20.74,24.16,21.35,2,Neutral
278,22.41,35.0,655.0,565.0,1,1,0.74,0.56,0.07,0.054,21.52,22.46,22.48,1,Cool
279,27.35,64.8,754.0,628.0,1,0,0.6,0.36,0.19,0.234,27.23,27.03,27.52,2,Neutral
280,22.29,67.6,400.0,20,0,1,0.53,0.73,0.64,0.323,22.11,22.97,22.17,2,Neutral
281,27.81,35.2,745.0,179.0,1,0,0.56,0.9,0.13,0.171,27.9,28.49,27.75,2,Neutral
282,20.92,52.2,646.0,305.0,1,0,0.45,0.25,0.12,0.259,20.73,20.85,20.83,1,Cool
283,26.02,42.2,528.0,210.0,1,1,0.91,0.61,0.43,0.267,27.53,26.42,26.24,3,Warm
284,23.61,69.7,430.0,365.0,1,1,0.5,0.22,0.91,0.094,22.3,22.43,23.6,2,Neutral
285,21.69,50.1,400.0,20,0,0,0.09,0.76,0.11,0.092,22.73,22.52,21.58,2,Neutral
286,20.97,59.0,400.0,20,0,0,0.37,0.45,0.29,0.115,20.26,20.3,21.48,2,Neutral
287,18.3,68.8,669.0,466.0,1,0,0.07,0.39,0.04,0.433,18.98,19.24,17.9,2,Neutral
288,22.73,41.5,400.0,20,0,1,0.29,0.88,0.59,0.121,22.36,24.42,23.2,2,Neutral
289,20.66,58.3,447.0,576.0,1,1,0.78,0.81,0.64,0.416,21.55,22.3,20.39,2,Neutral
290,20.48,32.6,486.0,447.0,1,1,0.43,0.92,0.53,0.448,21.03,20.83,20.73,1,Cool
291,27.38,57.3,789.0,607.0,1,1,0.38,0.37,0.73,0.062,27.69,26.03,27.17,2,Neutral
292,23.69,39.8,400.0,20,0,0,0.64,0.83,0.13,0.443,24.2,24.57,23.58,4,Hot
293,26.45,51.5,400.0,20,0,0,0.78,0.71,0.95,0.217,26.23,25.58,26.19,4,Hot
294,27.87,46.6,706.0,347.0,1,1,0.68,0.13,0.59,0.296,27.94,29.11,28.42,3,Warm
295,27.71,67.4,403.0,581.0,1,1,0.15,0.68,0.88,0.172,26.25,26.82,27.75,0,Cold
296,20.53,36.1,474.0,360.0,1,1,0.37,0.18,0.54,0.282,20.54,20.53,20.54,3,Warm
297,26.97,52.5,799.0,376.0,1,0,0.11,0.7,0.78,0.447,27.58,26.9,26.56,2,Neutral
298,25.45,66.1,400.0,20,0,1,0.13,0.88,0.32,0.449,24.83,24.82,25.4,4,Hot
299,24.46,30.5,400.0,20,0,0,0.34,0.29,0.96,0.142,23.88,25.25,24.48,0,Cold
300,20.32,38.8,482.0,511.0,1,0,0.88,0.13,0.53,0.349,20.13,23.09,20.48,2,Neutral
301,20.11,52.3,400.0,20,0,0,0.68,0.94,0.36,0.095,20.11,20.68,20.59,1,Cool
302,20.19,53.7,400.0,20,0,1,0.39,0.26,0.47,0.297,20.4,20.08,19.63,2,Neutral
303,22.0,59.1,400.0,20,0,1,0.18,0.61,0.51,0.065,22.55,21.56,21.93,2,Neutral
304,26.09,60.1,400.0,20,0,0,0.87,0.38,0.09,0.09,26.73,24.66,26.1,3,Warm
305,26.94,69.4,400.0,20,0,0,1.0,0.81,0.82,0.252,26.31,25.23,27.22,4,Hot
306,22.0,44.1,411.0,502.0,1,1,0.16,0.01,0.74,0.261,22.55,22.66,21.88,2,Neutral
307,24.68,46.9,400.0,20,0,1,0.94,0.03,0.88,0.296,23.29,25.78,24.63,2,Neutral
308,25.21,62.3,522.0,522.0,1,1,0.73,0.21,0.09,0.227,25.15,25.47,25.29,3,Warm
309,27.99,48.2,766.0,305.0,1,0,0.77,0.9,0.33,0.377,28.2,29.23,27.06,2,Neutral
310,19.51,60.3,400.0,20,0,0,0.75,0.81,0.02,0.084,19.56,18.85,19.87,2,Neutral
311,22.38,41.9,400.0,20,0,0,0.11,0.73,0.16,0.244,22.69,22.26,22.6,3,Warm
312,22.79,49.8,400.0,20,0,1,0.22,0.61,0.27,0.104,22.51,23.37,22.63,3,Warm
313,25.2,54.6,437.0,658.0,1,0,0.63,0.64,0.95,0.359,24.72,25.43,24.82,4,Hot
314,22.56,52.3,400.0,20,0,1,0.83,0.59,0.24,0.261,23.27,23.87,23.44,2,Neutral
315,18.81,49.3,400.0,20,0,1,0.37,0.65,0.97,0.085,19.52,18.46,18.8,2,Neutral
316,23.31,57.8,400.0,20,0,1,0.77,0.7,0.82,0.267,24.36,23.62,23.17,4,Hot
317,26.18,60.4,400.0,20,0,0,0.5,0.84,0.47,0.441,26.04,25.59,26.61,3,Warm
318,24.57,58.6,487.0,550.0,1,1,0.3,0.92,0.98,0.128,24.84,24.9,25.2,2,Neutral
319,21.01,67.7,400.0,20,0,1,0.1,0.79,0.3,0.119,21.67,20.91,21.36,3,Warm
320,19.16,46.8,400.0,20,0,1,0.69,0.02,0.52,0.237,18.59,18.85,18.51,2,Neutral
321,24.71,42.3,793.0,206.0,1,0,0.04,0.76,0.65,0.136,24.96,24.44,24.53,2,Neutral
322,21.64,61.9,400.0,20,0,0,0.45,0.61,0.63,0.348,21.83,21.79,21.14,4,Hot
323,24.83,44.9,400.0,20,0,0,0.4,0.06,0.6,0.277,24.72,23.78,25.57,2,Neutral
324,20.92,67.0,669.0,493.0,1,1,0.39,0.09,0.15,0.173,20.78,17.91,21.3,4,Hot
325,26.11,30.9,400.0,20,0,0,0.27,0.9,0.82,0.14,25.99,24.89,26.18,2,Neutral
326,23.38,37.5,681.0,557.0,1,1,0.86,0.9,0.3,0.266,23.39,23.05,23.43,1,Cool
327,25.41,43.8,400.0,20,0,0,0.02,0.12,0.32,0.325,24.52,24.87,25.22,2,Neutral
328,25.4,42.2,400.0,20,0,1,0.44,0.61,0.3,0.193,25.59,26.49,25.67,2,Neutral
329,22.11,68.5,487.0,222.0,1,1,0.98,0.6,0.13,0.074,22.84,23.83,22.05,2,Neutral
330,21.96,33.6,400.0,20,0,0,0.36,0.13,0.85,0.363,21.64,19.78,22.31,2,Neutral
331,26.69,35.9,400.0,20,0,1,0.79,0.96,0.14,0.398,27.21,27.15,26.53,2,Neutral
332,23.99,53.7,400.0,20,0,0,0.55,0.8,0.42,0.389,23.13,24.97,23.95,2,Neutral
333,19.68,68.6,400.0,20,0,0,0.25,0.03,0.62,0.168,20.51,18.83,19.95,3,Warm
334,24.62,48.4,498.0,607.0,1,0,0.22,0.29,0.48,0.24,24.23,24.75,24.7,2,Neutral
335,26.69,48.0,400.0,20,0,0,0.54,0.97,0.41,0.102,26.61,26.66,26.85,3,Warm
336,26.72,38.4,400.0,20,0,0,0.83,0.31,0.28,0.408,26.6,27.52,26.96,2,Neutral
337,21.66,39.0,400.0,20,0,1,0.1,0.99,0.24,0.171,21.92,22.5,21.47,1,Cool
338,20.01,49.3,400.0,20,0,0,0.83,0.18,0.51,0.111,20.64,18.03,19.51,2,Neutral
339,20.94,57.4,400.0,20,0,1,0.16,0.2,0.51,0.387,20.77,20.81,20.96,2,Neutral
340,22.21,68.5,637.0,623.0,1,1,0.77,0.91,0.97,0.316,21.65,21.84,21.84,2,Neutral
341,27.15,43.3,755.0,634.0,1,0,0.91,0.1,0.67,0.334,26.52,27.7,26.87,0,Cold
342,24.25,39.5,400.0,20,0,1,0.12,0.5,0.38,0.336,24.47,23.98,24.13,2,Neutral
343,23.25,41.0,400.0,20,0,0,0.26,0.21,0.3,0.086,22.59,22.58,23.76,2,Neutral
344,25.22,45.0,400.0,20,0,1,0.03,0.21,0.04,0.209,24.46,25.87,24.53,2,Neutral
345,27.44,60.1,580.0,215.0,1,0,0.64,0.3,0.24,0.331,27.44,27.33,27.35,0,Cold
346,20.89,49.9,400.0,20,0,0,0.11,0.73,0.15,0.337,21.71,22.22,20.68,2,Neutral
347,26.53,40.4,758.0,332.0,1,0,0.95,0.44,0.51,0.242,25.8,26.33,26.25,3,Warm
348,26.7,66.6,790.0,415.0,1,1,0.41,0.7,0.38,0.336,25.76,25.57,26.03,3,Warm
349,23.29,67.4,400.0,20,0,1,0.52,0.9,0.01,0.083,23.98,22.32,23.76,3,Warm
350,22.07,59.6,653.0,582.0,1,0,0.18,0.0,0.1,0.401,21.61,22.92,22.5,2,Neutral
351,24.39,46.3,400.0,20,0,1,0.7,0.04,0.95,0.304,24.08,25.32,24.96,4,Hot
352,25.2,55.8,400.0,20,0,0,0.41,0.46,0.58,0.288,24.88,24.06,25.58,3,Warm
353,26.43,66.6,759.0,162.0,1,0,0.39,0.31,0.77,0.342,26.27,26.47,26.27,1,Cool
354,24.84,63.3,400.0,20,0,0,0.25,0.59,0.96,0.114,24.99,24.22,25.54,2,Neutral
355,26.9,65.3,487.0,589.0,1,1,0.16,0.25,0.78,0.188,28.14,27.49,26.67,2,Neutral
356,23.24,47.5,656.0,576.0,1,1,0.25,0.04,0.44,0.22,23.41,26.45,22.93,2,Neutral
357,20.42,46.1,400.0,20,0,0,0.37,0.55,0.93,0.393,19.41,19.1,20.14,2,Neutral
358,23.51,56.3,400.0,20,0,0,0.62,0.28,0.78,0.315,23.43,23.47,23.19,2,Neutral
359,23.76,36.4,700.0,253.0,1,1,0.51,0.74,0.08,0.371,23.5,23.63,23.89,2,Neutral
360,25.67,70.0,400.0,20,0,0,0.26,0.39,0.41,0.334,25.64,24.93,25.38,1,Cool
361,22.57,48.9,782.0,616.0,1,0,0.67,0.32,0.43,0.126,22.78,23.52,22.32,3,Warm
362,27.41,40.6,400.0,20,0,1,0.51,0.44,0.1,0.085,28.37,26.62,27.09,2,Neutral
363,18.47,55.2,400.0,20,0,1,0.75,0.77,0.34,0.27,18.53,18.69,18.58,1,Cool
364,19.56,34.6,729.0,466.0,1,0,0.32,0.42,0.43,0.364,19.53,19.63,19.66,2,Neutral
365,23.47,55.9,400.0,20,0,1,0.27,0.45,0.1,0.335,23.73,22.09,23.76,2,Neutral
366,24.9,46.3,400.0,20,0,0,0.65,0.83,0.4,0.14,25.33,25.42,25.46,3,Warm
367,18.32,59.7,407.0,693.0,1,0,0.03,0.42,0.75,0.191,18.69,16.88,18.61,2,Neutral
368,25.32,51.8,427.0,503.0,1,0,0.73,0.98,0.13,0.302,25.7,25.18,25.37,3,Warm
369,24.64,56.1,400.0,20,0,1,0.07,0.69,0.95,0.261,24.46,25.32,24.8,2,Neutral
370,20.02,38.9,400.0,20,0,1,0.07,0.29,0.03,0.408,19.73,20.86,20.07,2,Neutral
371,20.89,56.8,400.0,20,0,0,0.68,0.67,0.2,0.074,20.62,21.36,21.07,2,Neutral
372,19.86,58.0,541.0,300.0,1,0,0.14,0.16,0.28,0.374,20.36,20.64,19.97,1,Cool
373,21.41,62.5,400.0,20,0,0,0.13,0.18,0.09,0.183,21.03,21.36,21.14,2,Neutral
374,23.49,41.6,714.0,222.0,1,0,0.58,0.67,0.94,0.202,23.32,23.65,22.97,2,Neutral
375,23.91,65.3,650.0,225.0,1,1,0.01,0.49,0.73,0.355,23.74,25.58,23.73,3,Warm
376,18.93,39.5,400.0,20,0,0,0.2,1.0,0.91,0.289,18.87,18.97,19.01,2,Neutral
377,18.87,49.7,400.0,20,0,1,0.58,0.5,0.84,0.278,19.3,18.55,18.54,2,Neutral
378,25.75,40.3,628.0,580.0,1,0,0.55,0.33,0.03,0.359,26.52,24.5,25.35,2,Neutral
379,21.29,61.4,400.0,20,0,0,0.07,0.94,0.39,0.116,21.19,19.73,21.25,2,Neutral
380,20.44,32.6,591.0,333.0,1,0,0.01,0.97,0.12,0.249,19.71,20.27,20.25,2,Neutral
381,21.26,62.6,637.0,186.0,1,0,0.37,0.13,0.61,0.324,20.74,20.94,20.86,1,Cool
382,18.16,44.2,608.0,173.0,1,0,0.97,0.64,0.13,0.126,18.78,18.15,18.14,2,Neutral
383,23.75,60.6,734.0,320.0,1,0,0.54,0.53,0.35,0.241,24.22,23.38,23.56,3,Warm
384,21.9,39.9,688.0,371.0,1,1,0.26,0.98,0.58,0.269,21.62,21.84,22.4,2,Neutral
385,25.55,46.7,599.0,672.0,1,1,0.0,0.39,0.18,0.371,25.62,26.33,25.13,2,Neutral
386,22.82,58.8,419.0,176.0,1,1,0.4,0.6,0.87,0.157,22.95,22.46,23.07,2,Neutral
387,20.16,39.6,437.0,248.0,1,0,0.86,0.36,0.42,0.153,20.62,19.71,19.81,3,Warm
388,26.92,66.9,400.0,20,0,0,0.98,0.56,0.85,0.386,27.1,27.36,26.34,1,Cool
389,23.35,64.9,500.0,377.0,1,0,0.63,0.41,0.85,0.241,22.21,23.86,22.98,4,Hot
390,25.62,66.5,400.0,20,0,0,0.54,0.54,0.67,0.125,25.77,25.33,25.99,2,Neutral
391,22.48,43.3,703.0,161.0,1,0,0.95,0.53,0.32,0.427,22.01,23.41,22.29,1,Cool
392,22.67,63.0,410.0,673.0,1,1,0.0,0.36,0.25,0.379,22.7,20.89,22.68,2,Neutral
393,25.37,44.7,688.0,604.0,1,0,0.36,0.46,0.09,0.269,25.36,24.4,26.26,1,Cool
394,27.65,34.1,781.0,485.0,1,0,0.63,0.63,0.36,0.327,28.09,27.21,28.03,2,Neutral
395,26.17,45.3,629.0,309.0,1,0,0.04,0.54,0.32,0.329,25.57,25.18,25.96,2,Neutral
396,22.64,42.9,437.0,427.0,1,0,0.91,0.74,0.82,0.127,23.3,22.41,22.48,4,Hot
397,20.11,51.3,400.0,20,0,0,0.4,0.69,0.62,0.072,20.95,21.3,20.43,3,Warm
398,18.68,40.4,400.0,20,0,1,0.52,0.1,0.4,0.171,18.04,18.83,18.81,2,Neutral
399,20.74,46.9,730.0,623.0,1,0,0.51,0.12,0.7,0.134,20.9,20.0,20.46,2,Neutral
400,23.03,69.0,400.0,20,0,0,0.47,0.34,0.55,0.166,22.8,21.9,23.61,2,Neutral
401,21.05,60.1,400.0,20,0,1,0.23,0.26,0.57,0.26,20.86,20.18,21.1,2,Neutral
402,21.45,33.5,762.0,130.0,1,1,0.18,0.43,0.89,0.109,21.64,20.45,22.21,1,Cool
403,26.16,56.6,623.0,294.0,1,1,0.26,0.32,0.29,0.381,25.83,25.05,25.79,2,Neutral
404,25.81,64.8,400.0,20,0,0,0.03,0.73,0.38,0.235,26.14,26.11,26.73,0,Cold
405,27.05,66.7,400.0,20,0,0,0.55,0.6,0.54,0.254,27.47,27.21,26.75,2,Neutral
406,20.25,45.7,400.0,20,0,0,0.02,0.25,0.05,0.428,21.11,20.67,19.76,2,Neutral
407,27.05,54.1,400.0,20,0,1,0.22,0.62,0.11,0.33,28.33,25.85,26.66,2,Neutral
408,18.02,66.7,400.0,20,0,0,0.43,0.79,0.72,0.376,17.7,16.83,17.71,2,Neutral
409,20.14,67.8,400.0,20,0,0,0.1,0.82,0.3,0.28,20.66,20.11,20.19,2,Neutral
410,25.77,52.5,400.0,20,0,0,0.89,0.8,0.56,0.241,26.12,26.36,25.31,2,Neutral
411,22.81,37.5,400.0,20,0,1,0.36,0.1,0.13,0.22,24.33,22.5,22.89,2,Neutral
412,24.89,58.5,400.0,20,0,0,0.18,0.89,0.85,0.376,25.3,26.24,25.37,2,Neutral
413,19.29,60.6,400.0,20,0,1,0.73,0.83,0.7,0.199,19.28,20.17,19.84,1,Cool
414,21.43,32.9,603.0,440.0,1,0,0.98,0.57,0.11,0.262,21.99,21.92,21.1,2,Neutral
415,20.91,65.3,689.0,232.0,1,0,0.9,0.57,0.14,0.105,20.95,20.36,21.03,2,Neutral
416,25.52,61.3,679.0,252.0,1,0,0.91,0.97,0.68,0.23,26.14,24.91,25.34,2,Neutral
417,23.02,66.5,400.0,20,0,1,0.35,0.9,0.32,0.289,23.73,24.05,22.77,1,Cool
418,18.27,42.9,636.0,389.0,1,1,0.8,0.36,0.82,0.387,18.34,19.11,18.38,4,Hot
419,24.59,55.4,419.0,369.0,1,1,0.83,0.69,0.08,0.377,25.85,22.92,24.39,2,Neutral
420,23.68,32.4,400.0,20,0,1,0.43,0.82,0.26,0.164,23.68,22.46,23.3,2,Neutral
421,24.51,66.2,400.0,20,0,0,0.14,0.62,0.61,0.25,25.48,24.56,24.88,0,Cold
422,18.66,52.4,557.0,225.0,1,0,0.75,0.08,0.63,0.116,18.15,18.58,18.42,3,Warm
423,27.21,54.6,400.0,20,0,0,0.02,0.0,0.09,0.081,27.28,27.83,27.4,2,Neutral
424,21.62,51.5,507.0,274.0,1,1,0.58,0.99,0.7,0.304,21.81,22.56,21.09,2,Neutral
425,25.45,61.6,764.0,193.0,1,0,0.16,0.49,0.29,0.203,25.17,24.53,25.08,1,Cool
426,19.15,47.9,400.0,20,0,1,0.34,0.81,0.14,0.356,18.08,19.35,19.85,1,Cool
427,25.36,34.0,559.0,428.0,1,1,0.99,0.69,0.67,0.442,24.7,23.92,25.12,2,Neutral
428,21.35,69.4,400.0,20,0,1,0.83,0.92,0.03,0.265,21.55,22.31,20.72,2,Neutral
429,23.85,49.1,400.0,20,0,1,0.72,0.22,0.08,0.233,24.32,21.94,23.23,2,Neutral
430,25.88,31.5,400.0,20,0,1,0.16,0.86,0.88,0.169,25.77,25.66,26.35,2,Neutral
431,21.51,60.4,400.0,20,0,0,0.24,0.43,0.52,0.321,21.33,22.08,21.62,4,Hot
432,20.09,66.8,506.0,450.0,1,1,0.16,0.84,0.54,0.113,19.93,21.16,20.44,2,Neutral
433,22.49,54.7,400.0,20,0,1,0.95,0.08,0.1,0.219,22.31,23.36,21.98,2,Neutral
434,19.87,38.3,400.0,20,0,0,0.05,0.85,0.06,0.328,20.48,21.21,19.9,2,Neutral
435,19.29,36.2,400.0,20,0,0,0.63,0.79,0.82,0.254,18.5,19.73,19.86,2,Neutral
436,23.72,44.3,486.0,619.0,1,0,0.79,0.16,0.88,0.268,23.55,23.66,23.45,3,Warm
437,24.88,63.6,686.0,432.0,1,0,0.33,0.46,0.6,0.285,25.48,25.49,24.86,3,Warm
438,26.11,58.5,421.0,519.0,1,1,0.42,0.39,0.6,0.231,26.0,25.77,26.15,1,Cool
439,24.42,49.7,400.0,20,0,0,0.43,0.2,0.73,0.218,24.79,25.67,24.55,2,Neutral
440,23.38,50.6,400.0,20,0,1,0.84,0.59,0.31,0.446,22.62,23.89,24.06,3,Warm
441,21.15,53.8,400.0,20,0,0,0.9,0.78,0.91,0.26,20.49,21.88,21.65,2,Neutral
442,26.29,54.2,509.0,641.0,1,1,0.09,0.77,0.25,0.229,26.22,26.15,25.73,2,Neutral
443,23.27,43.0,512.0,482.0,1,0,0.78,0.31,0.82,0.273,22.11,24.05,22.75,3,Warm
444,27.07,32.4,776.0,546.0,1,1,0.21,0.95,0.94,0.276,27.73,27.31,26.25,2,Neutral
445,20.89,45.1,669.0,565.0,1,0,0.85,0.65,0.07,0.373,21.19,21.2,21.42,3,Warm
446,21.72,52.6,636.0,287.0,1,0,0.92,0.04,0.91,0.165,21.09,22.48,22.1,2,Neutral
447,23.5,34.1,400.0,20,0,1,0.08,0.19,0.86,0.288,24.87,23.5,23.14,2,Neutral
448,22.33,63.7,756.0,584.0,1,0,0.89,0.89,0.73,0.321,22.68,21.58,21.76,2,Neutral
449,19.19,34.3,610.0,668.0,1,0,0.85,0.15,0.38,0.273,19.05,20.47,19.27,1,Cool
450,24.52,57.5,400.0,20,0,0,0.15,0.96,0.07,0.439,24.91,22.34,23.87,4,Hot
451,22.26,68.7,791.0,461.0,1,0,0.85,0.45,0.31,0.105,22.15,23.07,22.51,2,Neutral
452,22.35,58.7,524.0,658.0,1,1,0.05,0.13,0.28,0.433,22.1,21.59,21.67,2,Neutral
453,25.52,62.5,400.0,20,0,0,0.64,0.31,0.56,0.362,25.47,25.19,24.77,2,Neutral
454,22.4,39.4,400.0,20,0,1,0.82,0.52,0.39,0.406,22.97,21.5,22.55,3,Warm
455,26.31,45.6,400.0,20,0,0,0.85,0.96,0.12,0.319,26.34,29.3,25.66,2,Neutral
456,18.24,42.5,400.0,20,0,1,0.97,0.77,0.91,0.262,17.77,17.71,18.11,3,Warm
457,22.8,56.9,400.0,20,0,0,0.37,0.79,0.88,0.135,23.18,25.21,22.67,3,Warm
458,20.49,33.8,400.0,20,0,0,0.9,0.5,0.84,0.092,20.08,19.43,20.53,1,Cool
459,21.12,53.8,400.0,20,0,0,0.85,0.44,0.32,0.281,21.54,21.05,20.99,3,Warm
460,22.58,66.2,400.0,20,0,1,0.22,0.66,0.34,0.058,22.85,20.96,22.76,2,Neutral
461,26.4,67.8,400.0,20,0,1,0.46,0.72,0.6,0.253,26.25,26.03,26.65,2,Neutral
462,26.34,52.2,400.0,20,0,1,0.09,0.57,0.73,0.134,26.55,25.97,26.46,2,Neutral
463,22.41,49.1,435.0,377.0,1,1,0.82,0.24,0.77,0.443,21.99,22.47,22.4,2,Neutral
464,18.58,54.7,400.0,20,0,1,0.22,0.6,0.79,0.256,18.9,18.69,19.06,2,Neutral
465,18.89,63.8,400.0,20,0,1,0.76,0.01,0.09,0.353,18.69,20.41,18.52,2,Neutral
466,18.75,33.5,422.0,231.0,1,1,0.03,0.47,0.24,0.274,19.01,16.82,18.67,2,Neutral
467,21.34,49.7,400.0,20,0,1,0.02,0.1,0.95,0.068,21.82,23.45,21.13,1,Cool
468,23.22,59.5,400.0,20,0,1,0.1,0.21,0.94,0.436,22.46,23.67,23.14,3,Warm
469,24.7,64.9,400.0,20,0,0,0.02,1.0,0.17,0.05,24.18,24.04,24.48,2,Neutral
470,26.25,65.3,400.0,20,0,0,0.97,0.3,0.38,0.062,26.31,26.26,26.67,2,Neutral
471,23.07,61.9,400.0,20,0,0,0.17,0.95,0.49,0.303,23.48,23.7,22.89,2,Neutral
472,26.22,38.5,725.0,207.0,1,0,0.97,0.36,0.3,0.45,25.83,27.86,26.68,3,Warm
473,23.59,53.0,400.0,20,0,1,0.89,0.7,0.3,0.442,22.89,24.74,23.65,2,Neutral
474,25.49,69.9,400.0,20,0,0,0.01,0.19,0.38,0.366,25.53,25.51,25.72,2,Neutral
475,18.85,66.5,400.0,20,0,1,0.35,0.33,0.52,0.258,18.63,20.13,18.54,2,Neutral
476,20.41,67.5,691.0,331.0,1,0,0.82,0.26,0.88,0.447,21.39,20.66,20.44,2,Neutral
477,27.58,59.0,553.0,540.0,1,1,0.32,0.62,0.88,0.19,27.47,29.14,27.35,3,Warm
478,18.3,64.4,770.0,658.0,1,0,0.73,0.38,0.51,0.389,17.78,17.81,18.08,1,Cool
479,18.56,65.8,400.0,20,0,1,0.0,0.07,0.45,0.266,17.84,18.22,18.6,2,Neutral
480,23.31,36.3,400.0,20,0,0,0.49,0.85,0.88,0.242,23.25,23.05,22.99,2,Neutral
481,26.47,32.9,518.0,674.0,1,0,0.57,0.22,0.96,0.14,27.16,25.31,26.25,2,Neutral
482,19.38,49.0,400.0,20,0,0,0.84,0.35,0.61,0.063,18.49,19.17,18.86,3,Warm
483,27.68,32.5,792.0,464.0,1,1,0.97,0.75,0.4,0.124,28.06,26.18,27.23,3,Warm
484,19.69,63.5,400.0,20,0,1,0.53,0.47,0.76,0.099,19.4,18.46,20.37,1,Cool
485,23.91,62.4,400.0,20,0,0,0.93,0.43,0.09,0.404,23.92,23.42,23.88,2,Neutral
486,25.92,59.2,400.0,20,0,0,0.52,0.68,0.94,0.071,26.32,25.36,26.52,4,Hot
487,21.45,47.0,400.0,20,0,0,0.97,0.09,0.84,0.116,21.26,20.98,21.27,3,Warm
488,18.53,46.5,739.0,294.0,1,0,0.75,0.86,0.4,0.256,18.34,17.04,18.02,2,Neutral
489,27.84,53.4,400.0,20,0,0,0.1,0.34,0.41,0.255,28.78,27.36,26.74,3,Warm
490,20.29,37.3,415.0,441.0,1,1,0.55,0.77,0.02,0.269,19.65,20.29,19.82,1,Cool
491,24.47,45.0,400.0,20,0,1,0.56,0.65,0.76,0.399,24.19,24.59,23.95,2,Neutral
492,19.98,53.6,405.0,651.0,1,0,0.6,0.7,0.71,0.113,19.62,19.43,19.98,0,Cold
493,25.59,64.0,659.0,281.0,1,1,0.28,0.43,0.99,0.111,26.2,24.49,25.71,2,Neutral
494,23.19,59.7,400.0,20,0,1,0.41,0.34,0.5,0.423,23.77,22.87,23.79,2,Neutral
495,25.45,42.7,400.0,20,0,0,0.6,0.68,0.32,0.184,25.55,25.09,25.33,2,Neutral
496,25.22,46.8,400.0,20,0,1,0.44,0.17,0.29,0.185,25.98,24.56,25.52,1,Cool
