frame,snn_inference_ms,websocket_ms,e2e_latency_ms
996,4.36,5.94,19.25
997,4.49,5.4,19.87
998,4.15,3.64,17.29
999,5.07,4.23,19.05
1000,4.41,5.14,18.46
1001,4.62,3.66,18.52
1002,4.13,6.58,21.38
1003,4.15,4.56,17.37
1004,5.59,3.57,19.79
1005,5.02,3.61,19.59
1006,4.1,4.45,21.2
1007,5.39,3.56,19.9
1008,4.37,5.0,18.18
1009,4.49,7.73,20.88
1010,4.85,3.4,17.08
1011,4.63,3.62,17.35
1012,4.22,3.44,19.56
1013,7.43,4.03,20.83
1014,4.18,4.54,20.06
1015,4.51,3.32,17.47
1016,4.14,3.61,17.97
1017,4.65,3.22,17.19
1018,4.52,3.48,25.43
1019,8.57,6.21,29.16
1020,4.85,3.98,19.66
1021,5.72,3.67,18.29
1022,5.07,5.69,19.4
1023,4.42,3.28,16.21
1024,4.76,6.93,21.39
1025,4.25,5.64,21.94
1026,4.12,3.89,16.93
1027,4.23,4.12,20.28
1028,5.07,5.07,20.4
1029,4.41,8.08,21.19
1030,4.71,3.76,20.84
1031,4.75,6.32,19.57
1032,4.42,3.25,17.0
1033,4.2,5.92,19.29
1034,4.57,4.21,17.89
1035,4.12,3.4,17.3
1036,4.1,5.72,19.59
1037,4.3,3.74,18.93
1038,4.76,5.24,20.89
1039,4.86,3.53,19.91
1040,4.66,4.65,23.39
1041,5.27,4.98,19.9
1042,5.19,4.34,18.2
1043,5.38,4.09,19.14
1044,6.11,4.55,20.02
1045,4.13,3.97,18.26
1046,4.22,4.18,18.76
1047,5.37,4.15,18.87
1048,5.24,4.16,19.39
1049,5.32,3.75,18.45
1050,4.49,4.01,17.3
1051,4.55,7.99,21.91
1052,4.29,5.28,19.67
1053,4.75,3.56,18.94
1054,4.21,3.54,17.64
1055,4.36,3.66,16.88
1056,5.6,4.23,20.71
1057,5.88,5.21,25.25
1058,4.88,4.66,22.62
1059,4.18,3.76,18.3
1060,4.21,4.24,18.86
1061,4.72,3.63,18.2
1062,4.19,3.45,16.41
1063,4.51,6.2,20.12
1064,4.36,4.43,17.92
1065,5.19,3.71,17.87
1066,4.27,3.31,17.71
1067,5.33,4.36,23.12
1068,4.12,4.97,18.06
1069,4.39,3.44,16.61
1070,4.48,3.32,17.19
1071,7.15,4.74,22.16
1072,8.14,4.24,23.05
1073,4.18,3.24,16.25
1074,4.17,4.46,18.37
1075,5.89,5.01,19.86
1076,4.88,5.5,19.03
1077,4.17,5.69,19.45
1078,4.18,3.36,16.94
1079,4.15,3.34,22.45
1080,4.69,3.41,17.44
1081,4.71,3.58,23.68
1082,4.41,3.37,18.41
1083,4.51,3.38,16.68
1084,4.31,4.29,19.28
1085,8.16,3.93,24.88
1086,4.53,4.01,22.06
1087,5.65,4.3,19.83
1088,4.73,3.41,22.44
1089,4.14,3.24,17.14
1090,4.61,3.53,22.87
1091,4.66,3.2,20.45
1092,4.47,3.53,16.89
1093,4.72,3.31,18.23
1094,5.73,5.72,23.89
1095,8.68,3.39,22.54
1096,5.62,3.89,19.29
1097,4.82,3.71,17.24
1098,4.75,3.56,18.38
1099,4.81,3.41,17.79
1100,4.5,3.97,17.64
1101,5.73,4.94,19.46
1102,4.18,3.33,17.48
1103,4.54,4.26,17.33
1104,5.26,4.05,18.13
1105,4.36,4.92,20.82
1106,4.12,4.51,17.32
1107,4.63,4.1,18.13
1108,5.67,4.24,18.56
1109,5.37,5.71,21.35
1110,4.37,4.46,19.64
1111,4.19,4.76,18.19
1112,6.79,3.75,19.09
1113,4.44,3.66,17.81
1114,4.31,4.58,20.16
1115,5.29,3.65,19.16
1116,4.84,3.8,24.97
1117,5.4,4.33,23.2
1118,4.24,8.09,23.11
1119,5.54,3.82,19.24
1120,4.52,4.06,18.71
1121,4.15,3.43,16.14
1122,4.73,5.22,21.78
1123,4.27,3.32,21.49
1124,4.89,3.37,16.81
1125,4.84,3.66,18.35
1126,5.86,4.08,21.93
1127,7.7,4.74,26.93
1128,4.77,3.52,18.58
1129,4.19,5.43,23.01
1130,4.63,7.23,22.75
1131,4.48,6.52,20.1
1132,4.63,3.61,17.44
1133,4.35,5.41,19.71
1134,5.1,5.49,22.15
1135,5.49,4.74,18.74
1136,4.74,4.1,18.0
1137,4.17,5.65,18.57
1138,5.29,3.61,19.17
1139,5.2,4.01,18.54
1140,4.42,5.34,20.62
1141,5.39,4.56,20.21
1142,5.14,5.57,20.29
1143,4.19,4.09,17.51
1144,4.74,4.6,18.94
1145,4.41,3.58,16.81
1146,5.31,4.54,18.55
1147,7.9,4.79,22.01
1148,4.9,4.63,20.48
1149,4.58,4.14,20.5
1150,4.37,7.41,24.7
1151,4.18,4.6,19.02
1152,5.84,4.1,20.51
1153,4.62,4.99,19.83
1154,4.57,3.89,20.36
1155,6.19,5.63,21.41
1156,5.14,3.49,18.12
1157,4.27,3.3,16.99
1158,4.39,3.52,19.41
1159,6.39,3.3,20.53
1160,5.51,4.85,24.06
1161,5.01,5.41,18.93
1162,4.39,3.23,19.55
1163,4.27,4.3,22.07
1164,4.13,4.84,18.21
1165,4.8,3.6,19.04
1166,4.56,4.24,18.15
1167,4.32,3.65,17.04
1168,5.82,3.38,19.13
1169,4.38,4.26,17.93
1170,5.17,4.42,20.12
1171,4.46,8.06,21.58
1172,4.22,3.6,19.46
1173,4.18,3.55,16.36
1174,4.98,5.13,20.24
1175,4.48,3.43,17.29
1176,5.47,4.59,18.67
1177,5.11,4.05,18.21
1178,4.38,3.29,16.57
1179,4.13,3.9,16.72
1180,4.1,4.42,19.93
1181,4.46,3.67,19.49
1182,4.4,4.5,18.58
1183,5.51,4.43,20.17
1184,4.16,3.62,16.88
1185,4.97,4.32,19.29
1186,4.8,3.6,18.6
1187,6.68,4.63,25.07
1188,4.3,3.76,17.49
1189,4.44,3.57,17.37
1190,4.71,6.26,19.84
1191,4.24,6.32,20.44
1192,4.59,6.13,23.09
1193,6.27,3.48,19.39
1194,4.93,4.21,18.6
1195,4.83,4.99,19.56
1196,8.25,3.92,22.61
1197,4.3,4.5,17.85
1198,4.1,5.46,19.3
1199,4.93,4.09,21.28
1200,4.89,5.25,18.78
1201,6.15,3.95,18.74
1202,4.32,4.03,17.12
1203,4.86,3.98,17.36
1204,5.15,5.24,22.52
1205,4.15,3.53,16.97
1206,5.14,3.45,17.73
1207,4.6,6.13,22.06
1208,5.28,3.28,19.02
1209,4.52,5.95,19.66
1210,4.44,4.81,22.49
1211,5.92,4.1,20.14
1212,4.37,6.99,24.97
1213,4.22,4.08,17.12
1214,4.11,3.56,17.25
1215,4.24,6.08,20.34
1216,7.52,4.72,21.35
1217,4.54,3.8,18.49
1218,4.66,4.43,21.25
1219,5.04,3.94,18.44
1220,4.5,4.07,19.76
1221,5.52,3.94,18.85
1222,5.47,3.24,19.56
1223,4.27,4.34,19.67
1224,4.16,3.69,16.54
1225,4.14,3.57,17.76
1226,5.29,3.67,18.23
1227,4.85,3.87,18.6
1228,5.29,3.73,19.17
1229,4.54,5.78,22.45
1230,4.72,3.51,21.37
1231,5.38,4.26,20.56
1232,4.89,4.51,19.24
1233,5.03,6.2,29.66
1234,4.21,5.61,19.22
1235,4.36,3.55,17.93
1236,4.14,4.47,25.1
1237,4.21,4.67,17.88
1238,4.41,5.52,18.89
1239,4.45,3.28,16.63
1240,4.19,4.28,19.04
1241,5.17,3.37,18.39
1242,4.59,4.19,19.38
1243,5.61,3.63,23.78
1244,4.43,6.73,24.23
1245,4.94,5.49,21.01
1246,4.18,4.32,20.69
1247,4.19,3.46,18.32
1248,4.51,5.78,19.39
1249,5.19,3.65,26.72
1250,5.75,5.05,20.98
1251,5.78,3.61,18.08
1252,4.15,5.05,20.47
1253,4.52,6.08,20.22
1254,4.44,3.51,17.2
1255,5.65,4.06,18.4
1256,5.23,6.34,20.7
1257,5.12,3.49,17.39
1258,5.87,3.74,19.12
1259,4.49,6.11,24.15
1260,4.78,6.04,20.61
1261,4.27,4.6,18.93
1262,6.03,4.34,20.12
1263,4.82,4.17,17.5
1264,4.37,8.25,22.9
1265,5.86,3.29,18.95
1266,4.27,3.3,16.87
1267,4.14,6.77,19.73
1268,5.55,3.82,20.22
1269,4.35,3.23,17.94
1270,4.49,3.33,18.62
1271,4.3,5.74,19.78
1272,5.3,3.39,17.24
1273,4.48,3.64,19.26
1274,5.86,3.86,18.43
1275,5.06,7.28,21.55
1276,4.44,4.36,17.55
1277,5.05,3.7,22.32
1278,4.99,3.59,19.74
1279,4.5,3.86,17.32
1280,4.48,5.19,24.16
1281,4.83,4.9,20.17
1282,4.21,4.02,16.96
1283,8.55,3.89,23.16
1284,4.27,4.45,18.96
1285,4.42,6.83,19.96
1286,4.79,3.9,21.15
1287,4.43,3.61,20.32
1288,4.38,4.55,19.2
1289,4.14,3.37,16.66
1290,8.06,3.21,20.73
1291,4.76,3.28,16.68
1292,5.34,4.17,18.83
1293,4.37,3.69,17.11
1294,4.28,3.79,18.05
1295,5.25,3.33,17.61
1296,4.79,3.21,17.34
1297,4.94,4.64,18.16
1298,5.78,3.49,19.12
1299,5.52,5.06,19.62
1300,4.27,4.38,19.53
1301,4.13,3.5,17.69
1302,4.2,3.47,19.05
1303,5.95,4.73,22.81
1304,4.22,3.89,16.86
1305,4.41,3.67,16.71
1306,4.6,3.97,17.11
1307,5.08,6.72,24.13
1308,4.33,6.73,19.84
1309,6.09,4.11,19.83
1310,4.58,3.94,17.03
1311,6.95,4.88,24.89
1312,4.71,4.56,22.4
1313,5.24,3.25,23.31
1314,4.68,4.83,23.08
1315,4.26,4.39,21.78
1316,5.3,4.38,19.13
1317,4.28,3.45,16.42
1318,7.4,3.21,22.64
1319,4.11,5.73,18.38
1320,7.19,4.33,20.57
1321,4.15,4.45,21.72
1322,4.98,6.49,21.27
1323,4.75,3.6,21.45
1324,8.32,5.09,30.16
1325,5.87,4.31,18.98
1326,4.18,7.4,21.77
1327,4.62,7.77,22.05
1328,5.58,3.81,24.44
1329,5.99,5.09,19.89
1330,4.22,7.53,20.69
1331,4.67,3.7,18.93
1332,4.39,3.28,17.5
1333,5.05,4.79,20.49
1334,5.63,4.8,20.09
1335,4.61,6.39,19.99
1336,4.14,4.25,24.86
1337,4.75,4.26,18.91
1338,4.6,4.1,18.12
1339,4.31,3.5,17.13
1340,4.8,3.72,17.52
1341,4.7,3.52,17.05
1342,5.59,4.69,20.97
1343,5.16,4.79,19.14
1344,4.27,3.49,16.34
1345,4.53,6.61,22.09
1346,4.47,3.5,16.57
1347,5.06,4.38,18.28
1348,4.19,5.22,20.39
1349,5.74,5.26,24.86
1350,4.41,4.41,18.31
1351,5.43,7.03,21.06
1352,5.38,5.17,20.48
1353,5.02,4.54,20.71
1354,4.77,5.27,22.71
1355,4.8,5.63,20.94
1356,4.67,4.71,19.73
1357,4.75,3.38,17.62
1358,6.43,3.45,20.29
1359,4.39,3.33,19.56
1360,4.38,6.4,21.1
1361,4.83,3.41,20.36
1362,4.61,7.13,24.08
1363,4.38,6.45,24.92
1364,5.86,6.45,22.7
1365,4.21,4.51,19.3
1366,4.74,3.64,17.66
1367,4.21,3.69,16.5
1368,6.7,3.7,19.3
1369,4.5,3.71,18.53
1370,4.11,3.37,17.08
1371,5.58,6.07,20.28
1372,6.01,3.69,21.45
1373,4.15,3.39,17.88
1374,4.28,3.56,17.49
1375,4.75,5.25,19.1
1376,4.79,3.25,17.3
1377,4.41,5.25,18.18
1378,4.45,3.89,17.04
1379,6.36,3.38,18.29
1380,5.13,3.35,17.97
1381,4.13,3.73,18.2
1382,4.62,6.99,21.46
1383,4.67,4.35,18.55
1384,6.14,4.35,19.47
1385,4.75,3.81,17.82
1386,4.54,4.09,17.32
1387,4.88,4.5,21.72
1388,8.77,4.02,25.53
1389,6.0,4.39,20.18
1390,4.33,5.56,20.01
1391,4.48,5.19,20.84
1392,5.35,5.0,20.74
1393,4.15,3.24,18.55
1394,4.74,7.29,21.7
1395,4.69,4.08,18.31
1396,4.41,3.31,21.43
1397,4.21,3.93,16.82
1398,4.2,4.55,18.71
1399,5.38,4.23,20.0
1400,4.84,6.38,20.47
1401,6.06,4.78,20.99
1402,4.73,4.78,18.6
1403,4.16,6.12,19.38
1404,4.96,3.64,17.49
1405,5.58,4.69,19.51
1406,4.34,3.59,16.5
1407,5.4,3.89,19.5
1408,5.63,5.34,20.16
1409,4.92,3.68,18.11
1410,5.44,3.47,21.97
1411,4.58,7.36,21.64
1412,4.23,4.14,19.69
1413,4.37,3.77,17.88
1414,5.57,3.31,20.05
1415,4.88,4.67,18.66
1416,4.15,4.97,21.26
1417,5.94,6.05,22.51
1418,4.95,4.17,24.89
1419,4.26,4.71,19.29
1420,4.85,4.68,18.78
1421,4.98,3.37,22.36
1422,4.5,4.66,22.72
1423,4.93,8.39,27.13
1424,7.89,5.15,21.71
1425,4.91,3.59,24.3
1426,4.83,3.26,17.55
1427,5.68,5.55,20.72
1428,5.15,3.95,19.38
1429,4.84,5.27,23.65
1430,5.1,3.35,19.06
1431,6.18,5.55,20.25
1432,4.3,3.5,16.55
1433,5.15,4.36,18.81
1434,4.16,3.54,18.31
1435,4.55,3.3,17.31
1436,4.34,3.76,23.45
1437,4.44,4.97,19.23
1438,5.0,4.35,20.16
1439,4.26,3.5,16.45
1440,4.46,5.37,22.74
1441,4.12,4.69,18.43
1442,4.52,3.49,16.86
1443,5.08,3.43,17.12
1444,6.21,5.11,20.38
1445,4.89,3.35,18.43
1446,4.25,3.23,16.05
1447,4.66,3.94,24.31
1448,4.4,3.32,16.91
1449,4.43,5.86,18.9
1450,4.43,7.34,24.16
1451,4.48,3.23,16.9
1452,4.54,3.33,17.15
1453,4.36,3.37,19.04
1454,4.16,5.04,19.35
1455,5.1,3.77,18.04
1456,4.62,4.43,17.57
1457,4.6,6.65,25.81
1458,5.07,5.2,20.44
1459,4.13,3.63,18.51
1460,4.49,4.05,20.92
1461,4.35,6.61,19.78
1462,4.47,3.73,17.14
1463,4.71,3.55,18.23
1464,4.58,6.02,19.57
1465,5.09,3.64,19.32
1466,4.72,7.02,20.95
1467,7.61,3.6,20.17
1468,4.27,3.42,24.37
1469,5.47,3.26,17.6
1470,5.19,3.24,19.83
1471,4.96,4.49,22.4
1472,4.64,4.82,22.49
1473,7.47,3.33,21.79
1474,6.51,3.67,18.7
1475,4.77,6.25,21.55
1476,4.76,4.56,20.01
1477,4.39,4.12,21.69
1478,4.18,3.8,21.15
1479,5.12,3.87,19.55
1480,5.05,3.56,18.31
1481,5.18,4.09,17.86
1482,5.05,3.91,18.76
1483,5.17,3.46,18.92
1484,4.53,3.33,16.92
1485,4.25,4.05,17.24
1486,4.36,3.39,16.89
1487,4.59,7.88,21.22
1488,4.11,3.56,20.21
1489,4.75,3.55,19.75
1490,4.37,3.5,24.62
1491,4.5,4.15,17.32
1492,5.18,6.02,21.31
1493,7.99,5.97,22.72
1494,5.1,4.34,18.96
1495,5.07,6.14,21.92
1496,4.2,6.42,21.56
1497,4.6,3.64,16.93
1498,4.36,4.84,20.27
1499,4.53,3.26,18.87
1500,4.87,4.98,20.81
1501,5.28,4.04,20.76
1502,4.81,4.58,18.38
1503,4.34,4.29,18.91
1504,5.6,3.92,20.16
1505,4.19,3.65,19.38
1506,5.08,4.12,20.01
1507,4.25,8.97,23.8
1508,5.49,4.26,22.83
1509,5.72,5.08,19.75
1510,4.43,4.66,18.78
1511,5.33,3.53,22.64
1512,5.5,4.94,20.42
1513,6.41,5.18,22.99
1514,4.68,4.14,24.16
1515,4.2,3.96,17.52
1516,4.68,3.76,18.0
1517,4.34,3.58,20.61
1518,4.66,4.29,18.49
1519,4.22,3.62,17.85
1520,4.71,4.93,20.75
1521,4.71,5.27,19.23
1522,4.16,3.69,17.36
1523,4.5,3.42,18.31
1524,6.38,4.9,24.59
1525,4.35,3.36,16.47
1526,4.88,3.41,17.49
1527,5.39,3.22,17.12
1528,4.67,4.99,19.54
1529,4.32,4.47,17.59
1530,5.0,4.2,17.86
1531,8.65,4.49,21.83
1532,5.15,5.16,20.07
1533,5.12,4.85,25.32
1534,5.24,3.61,17.94
1535,4.12,4.26,17.14
1536,5.06,4.17,17.9
1537,4.23,4.53,23.82
1538,5.45,3.65,21.28
1539,4.77,5.5,20.34
1540,4.66,5.01,20.3
1541,4.25,3.96,17.31
1542,4.33,3.65,23.22
1543,4.59,4.2,18.79
1544,4.33,3.76,16.85
1545,8.36,3.99,22.31
1546,4.33,4.19,20.28
1547,6.52,5.24,20.3
1548,4.65,5.68,19.46
1549,6.13,5.07,19.84
1550,5.19,3.53,21.26
1551,4.87,4.78,20.32
1552,6.82,4.65,20.1
1553,5.46,4.89,19.53
1554,5.23,5.45,19.98
1555,4.24,5.76,18.73
1556,5.36,3.4,18.39
1557,4.87,5.47,19.51
1558,4.38,4.05,17.6
1559,4.14,3.53,17.87
1560,4.41,4.23,19.39
1561,5.2,5.39,19.12
1562,4.33,3.86,16.84
1563,4.26,4.35,17.96
1564,6.33,4.69,20.93
1565,4.24,3.3,16.25
1566,4.47,3.6,18.79
1567,7.0,4.91,20.78
1568,5.04,3.89,18.6
1569,4.46,3.26,22.61
1570,4.23,4.0,21.62
1571,4.87,3.51,22.28
1572,4.61,3.3,18.73
1573,5.16,3.44,17.1
1574,5.38,3.38,18.42
1575,4.26,3.63,16.87
1576,5.09,4.6,19.0
1577,4.74,3.91,17.94
1578,5.47,3.92,21.81
1579,4.96,3.2,18.02
1580,4.53,3.22,16.75
1581,6.7,5.2,21.83
1582,4.18,5.54,19.69
1583,4.16,3.51,18.23
1584,4.68,6.56,21.03
1585,4.26,3.83,18.29
1586,4.15,4.63,17.3
1587,4.12,5.43,19.84
1588,6.69,3.47,18.91
1589,5.51,4.33,19.51
1590,4.34,4.82,20.15
1591,6.78,4.58,20.42
1592,4.39,3.32,17.83
1593,4.86,3.81,17.44
1594,4.69,3.69,17.75
1595,4.11,4.64,21.84
1596,4.85,3.61,19.23
1597,7.76,3.82,21.65
1598,4.38,3.69,17.46
1599,4.11,3.43,16.12
1600,6.35,6.0,21.24
1601,4.11,4.44,19.27
1602,5.22,3.27,21.03
1603,5.53,3.21,19.62
1604,4.42,10.21,26.13
1605,5.24,6.87,21.25
1606,4.28,3.27,17.91
1607,6.65,3.59,20.02
1608,4.16,3.25,16.52
1609,4.49,4.94,19.93
1610,4.14,3.87,17.56
1611,4.15,4.69,18.39
1612,4.51,4.28,18.97
1613,4.16,3.69,17.28
1614,4.52,7.81,21.77
1615,4.27,5.16,19.6
1616,5.77,4.49,19.45
1617,4.22,4.33,17.34
1618,4.49,4.8,18.09
1619,6.39,6.09,21.22
1620,5.04,4.07,18.17
1621,4.91,4.58,20.47
1622,4.43,4.15,20.12
1623,4.27,3.46,17.9
1624,4.25,4.39,27.51
1625,5.56,4.81,21.76
1626,5.54,6.49,21.58
1627,5.43,3.51,17.92
1628,6.45,3.48,18.49
1629,5.93,7.82,23.22
1630,4.22,3.62,18.16
1631,6.61,5.53,21.93
1632,4.16,3.22,17.48
1633,4.26,6.77,19.91
1634,5.25,3.86,18.17
1635,4.51,3.41,18.2
1636,5.42,3.58,18.73
1637,4.57,4.92,24.68
1638,4.34,4.35,18.7
1639,4.61,4.67,19.43
1640,4.79,3.62,20.47
1641,5.71,3.38,24.28
1642,4.61,3.87,20.07
1643,4.18,4.07,17.88
1644,4.16,3.57,17.14
1645,4.65,4.73,24.72
1646,4.12,3.87,18.7
1647,4.49,6.92,20.79
1648,5.54,7.04,21.38
1649,4.13,3.27,18.46
1650,5.35,3.46,18.2
1651,6.49,4.23,23.53
1652,4.25,6.54,19.49
1653,4.58,4.94,18.34
1654,5.0,4.25,18.49
1655,4.13,3.87,17.05
1656,5.67,3.29,18.38
1657,6.41,3.61,19.04
1658,5.23,3.28,17.06
1659,4.38,3.27,19.1
1660,4.71,4.21,19.04
1661,5.13,3.2,18.04
1662,4.14,3.36,18.9
1663,5.46,3.22,18.88
1664,5.11,8.42,24.37
1665,5.64,3.5,18.88
1666,4.26,5.63,19.75
1667,5.53,3.92,19.55
1668,5.3,4.28,21.62
1669,4.44,3.75,16.79
1670,5.74,4.04,24.28
1671,4.21,3.33,17.34
1672,4.23,4.11,20.62
1673,4.64,3.9,17.24
1674,7.5,4.28,22.07
1675,4.96,3.66,17.61
1676,5.49,3.42,19.0
1677,4.44,3.28,20.98
1678,5.49,3.74,19.43
1679,4.64,3.62,18.32
1680,6.01,9.07,24.08
1681,5.39,3.83,19.71
1682,4.46,6.45,21.06
1683,4.11,3.47,16.16
1684,8.19,5.82,23.63
1685,5.23,7.3,25.79
1686,5.31,5.1,19.19
1687,4.44,10.5,24.94
1688,4.45,3.79,16.82
1689,4.21,7.0,20.37
1690,8.13,3.64,20.28
1691,5.99,6.59,25.18
1692,5.96,4.45,19.12
1693,5.31,3.53,27.09
1694,4.57,4.32,17.48
1695,4.75,3.23,17.6
1696,4.4,5.28,18.53
1697,4.87,4.03,20.53
1698,4.43,3.87,18.12
1699,4.4,7.25,20.17
1700,4.85,4.33,18.29
1701,4.2,6.5,21.48
1702,5.12,3.89,21.96
1703,4.38,3.47,16.59
1704,4.61,4.54,19.46
1705,4.39,3.7,19.15
1706,4.66,3.58,17.31
1707,4.38,3.23,18.22
1708,6.46,4.82,20.92
1709,4.47,5.99,19.76
1710,4.37,4.17,19.8
1711,4.1,5.02,17.83
1712,4.76,4.96,21.21
1713,4.72,3.49,17.7
1714,4.67,3.39,16.85
1715,5.13,3.71,18.82
1716,4.8,5.9,22.76
1717,5.22,5.47,19.63
1718,4.98,5.46,22.05
1719,4.8,3.97,17.41
1720,4.59,3.39,16.63
1721,5.27,4.56,21.43
1722,4.51,3.57,27.31
1723,5.38,3.42,17.9
1724,5.48,3.66,22.41
1725,4.44,4.84,20.16
1726,5.13,4.06,22.18
1727,5.02,8.85,27.06
1728,4.96,3.38,17.35
1729,4.33,5.55,20.94
1730,6.12,4.05,22.25
1731,4.12,5.28,19.02
1732,5.23,3.83,21.46
1733,4.89,3.29,20.21
1734,6.23,3.93,19.82
1735,4.48,3.34,17.26
1736,4.14,4.38,17.25
1737,4.13,3.44,19.98
1738,4.65,4.89,18.77
1739,4.39,5.98,20.06
1740,5.28,3.36,19.61
1741,5.01,5.1,25.03
1742,5.14,4.27,25.9
1743,5.42,3.4,17.57
1744,5.01,5.1,18.9
1745,5.45,6.95,22.35
1746,4.51,3.59,19.56
1747,6.58,3.61,19.02
1748,7.52,6.97,23.25
1749,4.24,4.06,21.9
1750,4.26,3.38,17.06
1751,8.07,3.24,20.45
1752,5.0,4.44,19.89
1753,5.01,3.57,17.56
1754,4.88,4.89,22.21
1755,5.31,3.77,18.65
1756,4.15,3.31,16.39
1757,4.3,3.32,19.81
1758,4.32,3.28,18.34
1759,5.05,3.41,17.16
1760,4.58,3.63,16.82
1761,6.87,9.33,26.93
1762,5.2,5.25,19.26
1763,4.48,3.36,19.36
1764,4.97,4.12,20.55
1765,4.25,3.36,19.49
1766,4.2,4.3,20.2
1767,6.64,3.81,19.01
1768,4.14,4.54,18.59
1769,4.15,3.58,17.98
1770,5.43,6.49,20.95
1771,4.44,4.39,17.57
1772,4.76,3.38,16.74
1773,4.24,3.76,20.72
1774,6.29,3.39,31.0
1775,4.14,6.59,24.46
1776,5.28,5.37,19.23
1777,4.3,3.79,16.62
1778,4.3,4.95,19.62
1779,4.14,3.33,18.27
1780,4.3,3.59,17.71
1781,4.4,3.55,20.2
1782,4.98,3.59,17.2
1783,4.16,3.45,17.96
1784,4.82,3.71,18.45
1785,4.43,4.75,20.84
1786,4.53,4.13,19.08
1787,4.42,3.77,18.56
1788,4.16,5.04,18.43
1789,4.52,3.23,18.94
1790,4.5,7.42,22.1
1791,5.08,3.55,18.81
1792,5.52,3.58,20.14
1793,4.23,3.64,16.94
1794,7.31,3.24,19.06
1795,4.19,3.24,16.77
1796,4.61,4.07,17.69
1797,5.03,6.53,21.35
1798,4.85,6.29,23.41
1799,4.87,3.35,17.92
1800,4.57,6.97,21.29
1801,5.63,3.82,17.99
1802,4.23,4.4,18.63
1803,4.46,4.71,17.9
1804,6.06,5.36,21.73
1805,4.82,3.29,22.74
1806,4.72,4.15,17.69
1807,4.29,5.12,18.89
1808,4.65,3.63,20.74
1809,5.56,3.25,21.88
1810,4.22,3.34,16.09
1811,4.5,5.11,20.52
1812,5.27,3.39,18.56
1813,4.91,3.86,19.1
1814,4.19,3.72,17.57
1815,4.69,4.47,18.04
1816,4.21,4.51,21.1
1817,4.5,3.39,18.06
1818,5.72,4.03,18.28
1819,4.14,5.3,21.75
1820,6.74,3.24,24.83
1821,4.11,7.44,22.01
1822,6.08,3.64,21.46
1823,4.62,3.32,17.78
1824,4.57,3.95,22.9
1825,4.27,4.54,17.66
1826,4.64,4.88,20.47
1827,5.04,4.09,18.17
1828,4.69,5.47,21.47
1829,5.27,4.59,20.39
1830,4.28,3.68,21.56
1831,4.67,4.39,17.68
1832,4.2,4.05,17.1
1833,4.94,3.54,18.43
1834,6.2,3.69,22.99
1835,5.51,5.75,20.66
1836,6.36,5.69,24.75
1837,5.16,3.41,18.67
1838,4.45,3.51,17.76
1839,5.42,3.9,22.85
1840,4.11,4.83,19.2
1841,4.95,4.53,20.41
1842,6.8,3.47,23.51
1843,4.2,3.25,17.08
1844,4.78,5.67,21.96
1845,4.34,3.31,16.53
1846,4.51,6.62,22.7
1847,5.2,5.46,20.15
1848,4.32,3.97,20.22
1849,4.56,3.24,16.41
1850,6.14,3.24,24.07
1851,4.97,4.59,23.68
1852,4.88,3.46,20.16
1853,5.5,5.49,19.77
1854,4.52,5.68,22.96
1855,4.19,3.64,17.31
1856,4.47,4.17,18.18
1857,4.21,6.24,25.68
1858,4.73,3.63,18.51
1859,7.65,3.91,27.79
1860,4.41,3.87,16.92
1861,4.53,4.36,17.75
1862,6.22,3.24,25.29
1863,4.17,9.35,24.7
1864,5.62,7.4,25.73
1865,4.31,4.02,18.04
1866,4.15,4.32,17.16
1867,4.12,6.93,20.18
1868,4.69,3.84,19.28
1869,4.6,4.18,17.63
1870,6.03,3.7,18.45
1871,4.41,3.81,17.83
1872,6.18,8.45,23.75
1873,4.97,3.5,18.37
1874,4.41,3.23,20.91
1875,4.27,4.37,18.45
1876,5.61,3.42,22.58
1877,4.12,4.1,17.61
1878,4.75,4.28,17.58
1879,4.12,3.86,24.08
1880,4.83,8.66,24.54
1881,5.8,3.4,19.11
1882,4.47,4.58,17.94
1883,4.52,4.31,19.26
1884,4.47,3.76,21.09
1885,4.37,4.17,18.69
1886,4.79,3.29,20.21
1887,4.24,6.03,20.36
1888,4.74,4.16,19.65
1889,5.65,5.61,20.03
1890,4.55,3.36,22.96
1891,4.22,4.76,23.33
1892,4.42,3.47,16.56
1893,4.86,4.19,18.11
1894,8.68,4.79,24.95
1895,4.88,3.47,17.29
1896,6.59,3.29,18.71
1897,5.23,3.48,17.43
1898,4.94,3.93,18.41
1899,5.75,5.63,23.96
1900,4.82,3.28,16.85
1901,4.39,3.57,16.74
1902,4.16,3.28,16.1
1903,4.91,3.54,18.06
1904,4.31,3.57,18.35
1905,5.33,3.39,20.47
1906,5.23,3.73,18.26
1907,4.11,3.66,16.54
1908,4.21,3.74,16.46
1909,4.15,5.34,18.38
1910,5.97,6.04,23.12
1911,4.16,4.33,18.63
1912,5.01,4.86,18.96
1913,5.02,4.53,18.44
1914,4.89,6.27,20.41
1915,5.31,4.18,18.5
1916,5.95,3.66,18.36
1917,4.16,3.49,16.27
1918,4.27,4.58,20.05
1919,4.23,3.59,19.3
1920,7.91,3.84,25.59
1921,5.59,3.86,19.05
1922,5.21,3.78,22.15
1923,4.73,3.29,17.2
1924,5.66,4.21,18.98
1925,5.06,5.7,20.27
1926,5.13,5.06,21.04
