episode,total_return,energy_reward,comfort_reward,ppd_penalty,epsilon,mean_kappa_snn,ashrae_compliance_pct,mean_ppd_pct,steps
1440,334.8,122.2,296.4,-121.4,0.05,0.845,89.6,11.2,8760
1441,292.9,120.0,314.5,-117.1,0.05,0.876,91.5,13.1,8760
1442,288.1,117.8,292.5,-121.9,0.05,0.852,89.9,11.8,8760
1443,309.8,120.4,281.6,-124.0,0.05,0.847,90.1,10.7,8760
1444,303.6,118.4,298.1,-124.3,0.05,0.841,89.0,11.5,8760
1445,299.2,128.6,302.4,-120.3,0.05,0.842,90.7,12.2,8760
1446,311.4,132.1,302.8,-116.3,0.05,0.86,91.0,11.0,8760
1447,304.2,125.9,302.0,-118.0,0.05,0.88,88.9,10.8,8760
1448,312.5,120.5,326.3,-117.9,0.05,0.856,89.8,11.2,8760
1449,310.2,124.7,295.7,-121.1,0.05,0.885,91.7,11.8,8760
1450,293.8,126.9,311.8,-114.5,0.05,0.873,91.8,11.6,8760
1451,317.5,120.8,301.8,-114.7,0.05,0.846,89.5,11.7,8760
1452,307.4,127.5,295.9,-113.1,0.05,0.832,91.6,11.0,8760
1453,288.6,125.5,297.5,-124.4,0.05,0.824,90.4,12.4,8760
1454,317.3,124.6,303.4,-120.1,0.05,0.829,88.9,11.4,8760
1455,308.4,128.6,305.7,-117.6,0.05,0.852,89.0,11.9,8760
1456,316.7,112.4,293.0,-122.8,0.05,0.86,89.6,11.6,8760
1457,307.9,123.6,294.0,-122.6,0.05,0.836,90.7,12.0,8760
1458,301.3,132.0,297.3,-113.9,0.05,0.845,88.3,11.9,8760
1459,313.6,124.6,294.7,-120.1,0.05,0.848,90.1,12.3,8760
1460,312.9,127.5,298.0,-121.4,0.05,0.835,90.0,8.9,8760
1461,303.7,124.1,304.5,-121.1,0.05,0.865,88.2,11.5,8760
1462,290.7,118.5,298.5,-114.9,0.05,0.866,90.4,11.6,8760
1463,302.3,121.8,303.5,-125.5,0.05,0.87,90.0,12.2,8760
1464,322.5,116.2,295.4,-123.4,0.05,0.822,89.3,13.5,8760
1465,318.3,134.2,306.8,-123.0,0.05,0.851,91.0,11.9,8760
1466,304.2,117.1,326.5,-120.6,0.05,0.852,90.5,11.4,8760
1467,312.6,131.1,299.3,-124.7,0.05,0.855,89.9,12.7,8760
1468,325.3,125.2,290.1,-124.9,0.05,0.859,90.7,11.3,8760
1469,305.6,121.7,300.2,-129.5,0.05,0.836,89.8,12.5,8760
1470,301.6,125.6,302.2,-114.8,0.05,0.884,90.3,11.2,8760
1471,303.5,123.6,297.0,-117.8,0.05,0.867,91.0,12.6,8760
1472,333.9,125.4,309.3,-121.4,0.05,0.882,91.4,12.4,8760
1473,312.7,121.5,289.4,-120.2,0.05,0.889,90.1,12.2,8760
1474,321.8,123.4,311.1,-131.6,0.05,0.834,89.5,10.9,8760
1475,315.8,126.3,303.8,-117.6,0.05,0.839,89.2,11.9,8760
1476,304.2,117.0,308.5,-114.4,0.05,0.89,90.6,12.1,8760
1477,328.3,121.7,309.6,-118.9,0.05,0.877,90.6,12.6,8760
1478,314.6,117.5,312.4,-123.8,0.05,0.884,90.3,12.5,8760
1479,325.6,127.1,304.9,-118.3,0.05,0.818,90.5,10.7,8760
1480,314.1,119.3,291.4,-113.6,0.05,0.88,90.4,11.7,8760
1481,309.2,127.9,295.5,-116.0,0.05,0.854,90.0,11.6,8760
1482,305.1,126.7,296.7,-118.1,0.05,0.883,89.7,11.4,8760
1483,317.8,122.9,304.8,-117.8,0.05,0.88,89.8,10.8,8760
1484,308.7,120.3,305.6,-124.6,0.05,0.905,91.7,11.6,8760
1485,322.8,116.9,321.3,-122.4,0.05,0.856,88.5,11.9,8760
1486,299.2,125.7,296.8,-124.3,0.05,0.843,90.6,10.5,8760
1487,303.6,128.5,322.1,-118.1,0.05,0.84,90.0,11.6,8760
1488,308.5,129.7,303.0,-116.4,0.05,0.852,91.7,11.4,8760
1489,301.1,136.1,286.7,-123.0,0.05,0.846,92.9,13.0,8760
1490,330.7,123.6,320.8,-118.5,0.05,0.878,90.6,11.5,8760
1491,309.8,124.2,306.3,-118.5,0.05,0.858,91.9,9.2,8760
1492,319.0,128.9,310.7,-120.3,0.05,0.863,91.4,12.7,8760
1493,309.4,126.7,315.0,-128.5,0.05,0.845,91.9,12.4,8760
1494,319.3,123.1,294.5,-122.4,0.05,0.89,89.8,11.6,8760
1495,304.1,129.6,297.3,-120.4,0.05,0.825,88.8,11.5,8760
1496,297.3,135.9,285.2,-123.2,0.05,0.859,90.1,10.6,8760
1497,301.8,120.5,299.4,-112.2,0.05,0.861,91.6,11.9,8760
1498,326.7,111.5,299.3,-114.8,0.05,0.848,92.2,12.7,8760
1499,307.8,123.0,293.7,-122.5,0.05,0.834,90.9,10.4,8760
1500,320.7,128.7,288.6,-113.8,0.05,0.869,91.2,10.9,8760
1501,321.0,131.2,301.1,-112.0,0.05,0.86,91.6,11.7,8760
1502,320.6,117.2,304.9,-122.9,0.05,0.842,92.2,11.3,8760
1503,301.6,123.8,291.6,-114.3,0.05,0.845,91.0,12.6,8760
1504,307.7,128.3,293.8,-110.2,0.05,0.878,90.2,10.9,8760
1505,312.4,123.9,317.7,-124.9,0.05,0.862,90.4,11.4,8760
1506,312.6,125.1,309.2,-117.6,0.05,0.868,87.4,11.7,8760
1507,294.1,128.9,314.0,-123.7,0.05,0.854,89.8,12.5,8760
1508,315.1,134.4,305.6,-119.0,0.05,0.861,91.3,10.1,8760
1509,315.1,125.4,308.1,-120.8,0.05,0.838,90.4,10.6,8760
1510,291.0,129.4,307.0,-118.1,0.05,0.885,89.8,10.4,8760
1511,313.4,124.1,295.7,-120.3,0.05,0.847,88.6,11.1,8760
1512,300.6,127.0,297.2,-115.6,0.05,0.891,91.1,10.3,8760
1513,332.4,133.7,302.7,-114.7,0.05,0.848,88.6,10.9,8760
1514,335.1,118.4,302.5,-119.9,0.05,0.849,90.0,11.6,8760
1515,307.7,118.8,304.3,-115.7,0.05,0.877,89.6,10.5,8760
1516,311.1,133.8,307.8,-117.2,0.05,0.877,90.9,11.6,8760
1517,322.5,123.2,291.4,-117.1,0.05,0.884,89.3,12.1,8760
1518,334.8,126.0,296.2,-119.5,0.05,0.848,89.8,11.8,8760
1519,295.5,118.8,302.9,-120.1,0.05,0.866,92.3,11.6,8760
1520,322.0,121.1,309.0,-122.1,0.05,0.861,90.3,12.3,8760
1521,299.1,114.6,301.2,-118.1,0.05,0.863,91.7,11.8,8760
1522,308.2,114.4,301.0,-115.9,0.05,0.852,90.5,11.8,8760
1523,302.8,129.2,316.1,-120.7,0.05,0.837,90.4,9.7,8760
1524,319.1,128.4,316.4,-120.8,0.05,0.868,89.6,11.2,8760
1525,296.8,125.2,300.6,-118.8,0.05,0.847,90.5,11.2,8760
1526,311.2,126.6,303.4,-117.0,0.05,0.857,90.1,11.3,8760
1527,306.7,124.4,319.4,-123.7,0.05,0.854,90.1,11.3,8760
1528,311.3,127.6,289.5,-115.9,0.05,0.872,89.2,9.7,8760
1529,303.6,125.0,323.9,-117.8,0.05,0.824,89.8,11.4,8760
1530,318.5,119.7,302.2,-122.9,0.05,0.838,90.7,12.1,8760
1531,325.6,129.1,299.4,-117.1,0.05,0.866,90.6,11.0,8760
1532,309.6,126.7,322.9,-118.8,0.05,0.848,89.6,11.1,8760
1533,341.8,124.3,310.7,-121.5,0.05,0.865,91.3,11.0,8760
1534,308.0,134.6,311.4,-116.8,0.05,0.876,90.9,13.1,8760
1535,316.3,129.3,291.9,-123.3,0.05,0.836,91.7,9.4,8760
1536,311.0,111.4,296.9,-122.0,0.05,0.888,90.9,10.8,8760
1537,328.7,126.5,303.9,-124.8,0.05,0.84,89.6,11.5,8760
1538,316.9,134.2,306.7,-130.8,0.05,0.865,89.0,10.7,8760
1539,306.3,123.2,292.7,-119.2,0.05,0.832,90.8,13.2,8760
1540,300.1,125.1,283.6,-121.2,0.05,0.873,91.2,11.5,8760
1541,326.8,139.2,317.5,-122.1,0.05,0.831,90.1,10.7,8760
1542,321.6,120.6,303.3,-116.6,0.05,0.858,89.5,12.4,8760
1543,293.7,124.9,303.6,-119.9,0.05,0.864,91.1,11.4,8760
1544,311.9,124.5,299.0,-116.8,0.05,0.847,91.3,11.5,8760
1545,310.1,129.7,298.2,-117.4,0.05,0.864,89.9,11.9,8760
1546,323.0,132.4,311.7,-118.0,0.05,0.837,92.9,10.3,8760
1547,327.9,128.8,294.7,-120.5,0.05,0.858,91.8,10.9,8760
1548,313.4,115.0,318.0,-124.3,0.05,0.867,90.4,11.4,8760
1549,326.3,135.1,306.2,-117.4,0.05,0.867,91.5,11.1,8760
1550,329.6,132.3,312.9,-122.6,0.05,0.857,90.7,10.3,8760
1551,335.9,126.7,306.5,-122.3,0.05,0.834,89.9,11.6,8760
1552,324.9,127.6,307.1,-121.3,0.05,0.87,92.0,12.0,8760
1553,326.6,128.3,292.3,-124.2,0.05,0.869,90.5,11.8,8760
1554,337.1,130.4,314.4,-119.6,0.05,0.844,90.4,10.8,8760
1555,335.7,130.8,308.6,-115.1,0.05,0.82,91.1,10.4,8760
1556,317.0,125.3,309.8,-119.1,0.05,0.887,89.9,12.0,8760
1557,319.1,118.7,297.2,-120.6,0.05,0.882,91.0,10.5,8760
1558,315.5,137.0,305.4,-121.3,0.05,0.87,91.3,11.1,8760
1559,323.3,125.3,310.3,-119.3,0.05,0.87,89.7,10.8,8760
1560,328.6,126.6,306.9,-121.2,0.05,0.878,89.9,11.3,8760
1561,326.8,132.8,300.5,-112.2,0.05,0.867,89.5,11.7,8760
1562,312.8,129.2,304.4,-119.7,0.05,0.842,91.5,10.5,8760
1563,304.2,128.9,317.6,-121.4,0.05,0.874,91.6,12.1,8760
1564,313.8,121.6,287.2,-121.1,0.05,0.884,89.4,12.0,8760
1565,306.2,127.6,310.5,-122.6,0.05,0.864,90.1,12.0,8760
1566,320.5,127.4,317.4,-117.4,0.05,0.847,90.4,11.4,8760
1567,318.7,139.7,307.9,-128.1,0.05,0.85,88.6,11.1,8760
1568,293.9,122.8,292.8,-118.5,0.05,0.86,90.8,11.3,8760
1569,301.1,129.7,320.4,-118.4,0.05,0.852,89.1,10.7,8760
1570,323.3,132.5,307.2,-116.8,0.05,0.875,91.0,10.9,8760
1571,320.1,123.0,305.3,-118.7,0.05,0.894,89.2,11.8,8760
1572,335.8,131.0,311.8,-117.6,0.05,0.886,89.4,10.3,8760
1573,318.0,116.4,315.0,-115.1,0.05,0.852,90.1,11.3,8760
1574,318.8,127.9,309.7,-120.7,0.05,0.879,91.0,10.9,8760
1575,334.2,120.5,304.6,-116.1,0.05,0.846,90.8,11.8,8760
1576,307.9,127.0,304.1,-122.2,0.05,0.907,89.8,12.2,8760
1577,313.6,121.9,306.2,-117.4,0.05,0.879,92.1,13.8,8760
1578,321.4,124.0,309.0,-121.1,0.05,0.879,89.2,13.3,8760
1579,328.7,119.0,299.8,-116.7,0.05,0.884,89.3,12.0,8760
1580,295.1,127.0,314.4,-122.2,0.05,0.831,90.7,10.9,8760
1581,326.1,123.0,299.4,-128.1,0.05,0.864,90.4,10.4,8760
1582,320.9,132.6,303.9,-118.9,0.05,0.866,89.3,13.0,8760
1583,313.0,130.8,311.8,-120.6,0.05,0.873,90.8,10.3,8760
1584,314.7,124.4,302.0,-125.2,0.05,0.883,92.1,12.2,8760
1585,334.0,125.8,300.6,-123.1,0.05,0.874,90.8,11.3,8760
1586,334.4,129.6,299.0,-122.7,0.05,0.874,91.6,11.8,8760
1587,341.7,135.7,309.3,-123.4,0.05,0.835,90.1,12.0,8760
1588,340.9,129.7,315.2,-121.0,0.05,0.873,91.4,9.8,8760
1589,314.1,132.4,308.1,-124.8,0.05,0.812,90.2,11.3,8760
1590,308.5,128.3,310.0,-117.3,0.05,0.814,89.2,11.1,8760
1591,326.0,130.1,309.7,-121.5,0.05,0.854,89.8,12.0,8760
1592,308.1,131.9,307.7,-120.2,0.05,0.848,89.2,10.9,8760
1593,315.3,115.8,304.5,-116.3,0.05,0.872,90.0,11.4,8760
1594,312.6,128.5,318.4,-116.1,0.05,0.871,90.0,12.0,8760
1595,299.1,126.5,310.8,-117.0,0.05,0.874,90.8,11.2,8760
1596,325.9,123.0,299.4,-119.8,0.05,0.864,88.7,11.7,8760
1597,328.8,127.4,325.2,-122.7,0.05,0.854,90.1,11.3,8760
1598,315.6,120.8,301.9,-120.4,0.05,0.886,92.7,12.4,8760
1599,310.3,124.3,305.0,-112.9,0.05,0.858,89.2,11.0,8760
1600,328.7,131.3,304.7,-117.3,0.05,0.816,90.7,12.1,8760
1601,309.7,123.7,291.4,-113.6,0.05,0.847,90.8,11.8,8760
1602,337.9,127.1,302.1,-119.3,0.05,0.887,90.4,10.6,8760
1603,301.3,121.8,313.4,-121.3,0.05,0.849,89.8,11.4,8760
1604,317.0,126.6,317.3,-113.8,0.05,0.829,90.9,10.7,8760
1605,317.0,129.5,304.8,-119.1,0.05,0.875,90.8,10.8,8760
1606,312.4,120.8,299.7,-112.2,0.05,0.845,89.4,11.6,8760
1607,318.7,127.0,317.9,-117.8,0.05,0.851,90.1,10.9,8760
1608,330.6,126.5,292.3,-120.2,0.05,0.83,92.7,10.6,8760
1609,318.2,129.3,304.4,-121.2,0.05,0.87,92.1,12.0,8760
1610,338.0,122.8,309.3,-119.4,0.05,0.868,91.9,11.2,8760
1611,315.4,130.7,292.6,-120.9,0.05,0.859,89.6,12.2,8760
1612,307.6,127.4,309.2,-114.6,0.05,0.861,91.5,11.9,8760
1613,321.9,122.7,295.4,-119.6,0.05,0.85,91.5,11.9,8760
1614,318.2,122.3,311.0,-124.1,0.05,0.846,89.6,11.2,8760
1615,334.5,128.1,303.4,-126.1,0.05,0.872,89.8,11.4,8760
1616,316.3,132.4,305.7,-120.2,0.05,0.871,92.7,12.0,8760
1617,319.5,128.2,302.8,-123.8,0.05,0.85,89.8,11.9,8760
1618,307.8,134.9,313.1,-119.9,0.05,0.861,90.0,11.6,8760
1619,333.8,124.7,294.8,-117.2,0.05,0.868,89.4,10.7,8760
1620,310.5,124.6,304.6,-121.1,0.05,0.848,89.8,11.2,8760
1621,322.8,126.7,316.5,-118.0,0.05,0.83,91.1,11.8,8760
1622,315.7,120.8,307.3,-120.0,0.05,0.839,89.1,11.3,8760
1623,318.1,126.2,306.6,-124.4,0.05,0.853,91.1,11.0,8760
1624,300.9,126.0,298.7,-118.9,0.05,0.868,88.9,11.9,8760
1625,307.7,136.2,307.0,-125.0,0.05,0.839,90.9,11.0,8760
1626,319.9,136.4,301.8,-119.8,0.05,0.89,90.8,10.0,8760
1627,327.2,122.6,318.7,-123.3,0.05,0.921,92.0,10.7,8760
1628,321.4,132.2,313.7,-118.2,0.05,0.887,90.5,11.0,8760
1629,317.1,132.7,310.4,-118.8,0.05,0.877,88.5,11.6,8760
1630,323.9,136.8,295.3,-113.8,0.05,0.863,91.1,12.7,8760
1631,328.1,130.5,309.5,-121.9,0.05,0.861,89.9,11.3,8760
1632,293.4,130.6,306.6,-121.3,0.05,0.866,89.1,12.9,8760
1633,320.2,127.8,299.9,-119.9,0.05,0.889,91.6,12.0,8760
1634,328.1,126.7,296.1,-120.8,0.05,0.857,91.6,11.6,8760
1635,340.9,134.5,304.1,-127.2,0.05,0.889,91.9,10.2,8760
1636,339.7,130.5,309.1,-113.5,0.05,0.889,91.2,11.7,8760
1637,329.1,126.6,307.4,-123.6,0.05,0.855,90.2,10.8,8760
1638,323.4,127.0,311.9,-126.5,0.05,0.859,90.7,11.1,8760
1639,319.7,120.7,310.7,-117.4,0.05,0.872,91.6,11.5,8760
1640,327.6,129.4,313.4,-126.3,0.05,0.844,92.2,9.3,8760
1641,320.2,134.5,307.2,-121.6,0.05,0.864,90.2,11.3,8760
1642,313.7,134.2,319.4,-120.5,0.05,0.834,90.1,11.2,8760
1643,328.1,123.7,301.9,-118.0,0.05,0.881,90.0,10.2,8760
1644,361.5,132.7,305.9,-116.5,0.05,0.859,91.5,11.4,8760
1645,323.2,128.2,296.5,-112.2,0.05,0.843,89.2,11.1,8760
1646,310.6,128.5,313.7,-116.0,0.05,0.878,90.3,11.3,8760
1647,327.1,120.0,312.8,-125.8,0.05,0.903,90.2,11.1,8760
1648,313.0,125.7,326.4,-116.2,0.05,0.831,92.1,12.2,8760
1649,318.9,130.4,308.2,-112.1,0.05,0.846,90.7,11.0,8760
1650,305.2,139.8,298.9,-119.1,0.05,0.827,90.2,11.6,8760
1651,312.5,131.8,306.2,-115.4,0.05,0.889,90.0,11.4,8760
1652,324.7,132.0,308.5,-119.2,0.05,0.857,90.7,12.3,8760
1653,330.3,132.4,314.2,-120.6,0.05,0.868,89.5,12.3,8760
1654,289.2,128.5,317.6,-125.5,0.05,0.87,89.9,11.0,8760
1655,334.0,129.9,292.2,-123.9,0.05,0.881,91.1,12.7,8760
1656,342.9,127.3,328.6,-119.9,0.05,0.843,90.0,9.5,8760
1657,342.0,137.0,300.4,-120.9,0.05,0.864,89.6,9.9,8760
1658,320.2,127.4,305.5,-119.1,0.05,0.891,90.3,11.4,8760
1659,331.5,131.8,303.7,-119.6,0.05,0.873,89.5,12.3,8760
1660,340.1,125.4,310.2,-117.4,0.05,0.851,91.1,11.4,8760
1661,305.3,131.4,299.9,-116.2,0.05,0.849,90.5,12.4,8760
1662,328.9,123.7,300.6,-122.4,0.05,0.87,91.0,10.6,8760
1663,309.0,130.5,307.3,-111.4,0.05,0.863,92.4,10.3,8760
1664,304.2,123.5,318.3,-113.0,0.05,0.846,90.2,10.3,8760
1665,301.4,132.7,310.7,-120.0,0.05,0.834,92.3,10.9,8760
1666,329.6,121.9,307.4,-118.8,0.05,0.869,90.8,11.7,8760
1667,309.7,130.2,309.9,-119.1,0.05,0.864,89.3,10.2,8760
1668,296.7,133.3,315.6,-116.6,0.05,0.868,88.5,10.4,8760
1669,325.4,129.9,307.2,-118.5,0.05,0.862,90.7,10.8,8760
1670,335.2,127.1,298.4,-123.1,0.05,0.855,91.6,11.2,8760
1671,321.2,123.0,315.4,-122.6,0.05,0.86,92.1,11.7,8760
1672,303.9,120.4,308.6,-124.9,0.05,0.875,90.7,11.4,8760
1673,315.0,138.0,331.9,-121.1,0.05,0.869,90.7,11.1,8760
1674,313.6,123.9,300.1,-118.4,0.05,0.852,88.0,11.6,8760
1675,323.2,136.1,312.2,-125.9,0.05,0.818,89.9,10.8,8760
1676,335.0,129.3,318.3,-125.3,0.05,0.882,91.3,9.6,8760
1677,339.6,129.8,312.4,-123.5,0.05,0.888,89.4,11.9,8760
1678,333.6,124.5,325.2,-119.1,0.05,0.875,89.1,12.9,8760
1679,309.1,134.5,301.4,-122.5,0.05,0.878,91.7,10.2,8760
1680,337.0,134.7,301.9,-113.6,0.05,0.833,90.0,11.6,8760
1681,313.7,130.8,311.4,-120.7,0.05,0.879,90.4,11.4,8760
1682,337.7,133.4,315.8,-124.6,0.05,0.873,89.8,10.2,8760
1683,323.2,125.0,315.9,-116.7,0.05,0.824,89.8,10.1,8760
1684,318.5,131.8,307.6,-122.4,0.05,0.888,88.3,12.2,8760
1685,317.6,129.1,305.4,-113.8,0.05,0.838,90.6,11.7,8760
1686,304.8,124.9,308.4,-123.5,0.05,0.846,90.3,11.8,8760
1687,320.1,134.9,301.7,-125.0,0.05,0.901,90.0,10.2,8760
1688,303.4,134.9,307.0,-121.0,0.05,0.859,91.7,11.1,8760
1689,352.4,130.3,318.2,-116.8,0.05,0.862,90.1,11.5,8760
1690,330.5,126.7,311.1,-115.1,0.05,0.904,91.5,12.7,8760
1691,316.9,133.1,320.5,-123.6,0.05,0.853,92.4,10.5,8760
1692,308.4,137.3,319.4,-118.3,0.05,0.862,90.2,11.5,8760
1693,343.5,130.9,327.2,-123.6,0.05,0.862,90.3,10.4,8760
1694,322.7,131.8,314.1,-111.3,0.05,0.872,91.8,11.3,8760
1695,344.7,141.7,314.2,-124.0,0.05,0.852,90.9,11.6,8760
1696,333.0,132.0,310.0,-122.5,0.05,0.871,92.5,12.0,8760
1697,331.1,134.9,307.1,-122.0,0.05,0.848,90.5,10.9,8760
1698,339.2,127.4,303.6,-112.2,0.05,0.854,90.8,11.6,8760
1699,311.2,136.0,315.2,-113.8,0.05,0.849,90.8,11.3,8760
1700,328.0,122.5,311.0,-125.7,0.05,0.87,88.5,9.7,8760
1701,334.7,127.1,302.3,-114.9,0.05,0.869,91.5,11.1,8760
1702,357.1,126.8,324.2,-120.2,0.05,0.83,91.1,11.5,8760
1703,312.4,125.2,310.0,-118.6,0.05,0.813,91.7,10.8,8760
1704,309.1,134.6,310.1,-115.1,0.05,0.871,90.7,11.1,8760
1705,330.9,127.8,303.5,-117.6,0.05,0.86,90.7,12.1,8760
1706,323.8,130.0,305.5,-118.3,0.05,0.87,91.6,10.8,8760
1707,319.7,133.9,312.4,-123.6,0.05,0.889,89.0,11.8,8760
1708,310.0,139.4,298.1,-115.4,0.05,0.861,90.3,11.4,8760
1709,332.8,125.4,303.9,-117.4,0.05,0.829,90.1,13.6,8760
1710,313.7,135.7,305.8,-118.0,0.05,0.876,91.8,11.1,8760
1711,349.2,127.0,312.4,-119.0,0.05,0.84,90.4,11.3,8760
1712,320.2,142.2,303.8,-115.3,0.05,0.88,90.6,10.5,8760
1713,316.2,127.4,296.3,-124.0,0.05,0.833,92.0,11.7,8760
1714,334.9,133.0,311.9,-114.2,0.05,0.851,90.8,11.8,8760
1715,309.7,145.5,310.9,-119.4,0.05,0.888,91.6,11.2,8760
1716,327.2,122.6,306.2,-117.9,0.05,0.872,91.9,11.1,8760
1717,309.0,135.4,322.2,-116.4,0.05,0.86,91.7,13.9,8760
1718,327.1,123.5,306.1,-117.5,0.05,0.831,90.8,11.5,8760
1719,344.2,136.7,317.7,-128.7,0.05,0.881,91.4,11.4,8760
1720,305.0,126.3,301.5,-128.1,0.05,0.863,89.9,13.3,8760
1721,323.8,136.6,298.3,-122.1,0.05,0.865,89.8,10.9,8760
1722,323.3,129.0,325.7,-118.5,0.05,0.873,91.2,11.7,8760
1723,324.9,128.6,312.3,-115.4,0.05,0.886,90.4,11.8,8760
1724,323.6,130.4,307.2,-120.7,0.05,0.89,90.8,11.3,8760
1725,308.6,128.7,309.1,-123.3,0.05,0.863,90.2,11.3,8760
1726,327.5,125.5,307.8,-119.7,0.05,0.887,90.9,10.7,8760
1727,330.9,138.8,318.4,-117.8,0.05,0.878,92.1,12.1,8760
1728,332.9,135.6,302.4,-126.0,0.05,0.866,90.7,10.8,8760
1729,336.1,121.0,306.8,-121.9,0.05,0.83,92.2,10.1,8760
1730,319.2,134.9,316.3,-124.4,0.05,0.877,91.0,13.1,8760
1731,331.1,129.6,304.3,-123.0,0.05,0.847,92.1,11.2,8760
1732,333.1,137.9,292.4,-114.9,0.05,0.864,91.1,10.5,8760
1733,317.3,132.8,330.3,-116.0,0.05,0.888,90.5,10.7,8760
1734,317.0,127.9,294.9,-122.9,0.05,0.852,90.5,11.3,8760
1735,330.8,130.3,306.7,-127.9,0.05,0.852,89.7,11.6,8760
1736,337.4,135.1,317.4,-120.5,0.05,0.853,89.9,10.0,8760
1737,338.4,129.6,301.4,-123.3,0.05,0.846,90.7,12.0,8760
1738,322.4,119.2,309.9,-120.6,0.05,0.859,90.1,11.4,8760
1739,327.4,130.3,314.8,-121.7,0.05,0.853,92.1,11.6,8760
1740,336.6,136.6,315.7,-116.3,0.05,0.832,90.9,11.0,8760
1741,346.9,135.1,306.5,-118.5,0.05,0.867,91.1,10.4,8760
1742,331.1,129.4,313.8,-122.9,0.05,0.852,91.9,10.3,8760
1743,315.1,130.3,305.4,-123.5,0.05,0.865,89.2,10.4,8760
1744,351.5,132.8,305.6,-118.3,0.05,0.875,91.7,11.1,8760
1745,338.6,120.4,303.2,-119.3,0.05,0.87,89.8,11.4,8760
1746,319.5,129.2,319.9,-116.4,0.05,0.843,89.6,10.8,8760
1747,326.7,127.3,320.0,-118.6,0.05,0.871,89.4,12.1,8760
1748,293.2,134.8,319.2,-121.7,0.05,0.889,90.6,11.2,8760
1749,331.1,146.6,322.5,-117.2,0.05,0.845,90.8,10.5,8760
1750,337.0,131.3,302.8,-119.7,0.05,0.846,90.8,10.5,8760
1751,327.5,134.4,311.4,-121.6,0.05,0.867,91.4,10.3,8760
1752,330.3,137.3,316.5,-119.8,0.05,0.876,91.2,11.8,8760
1753,303.0,122.9,319.9,-126.0,0.05,0.871,90.3,10.4,8760
1754,331.5,131.7,328.8,-122.5,0.05,0.892,91.1,10.6,8760
1755,336.9,133.6,312.3,-118.9,0.05,0.851,89.9,11.8,8760
1756,324.7,130.3,314.2,-118.9,0.05,0.835,92.0,11.3,8760
1757,325.0,132.9,313.9,-116.9,0.05,0.874,91.4,12.2,8760
1758,338.1,130.0,303.1,-113.3,0.05,0.859,90.2,9.8,8760
1759,331.6,131.5,300.0,-118.2,0.05,0.854,93.4,10.7,8760
1760,322.3,126.4,322.4,-121.5,0.05,0.849,91.4,10.1,8760
1761,335.1,139.7,316.7,-117.4,0.05,0.881,92.4,12.1,8760
1762,332.9,135.4,305.1,-116.9,0.05,0.843,90.3,8.7,8760
1763,332.5,127.6,321.1,-118.4,0.05,0.886,89.6,12.0,8760
1764,353.0,134.7,318.6,-119.3,0.05,0.853,91.5,9.9,8760
1765,322.7,122.0,306.7,-117.4,0.05,0.874,90.8,11.3,8760
1766,305.2,129.0,306.9,-122.6,0.05,0.876,89.9,10.7,8760
1767,302.8,129.4,303.7,-119.7,0.05,0.845,90.8,11.0,8760
1768,348.0,133.4,297.7,-125.1,0.05,0.865,89.8,8.8,8760
1769,344.1,134.6,316.6,-122.4,0.05,0.872,90.0,11.3,8760
1770,316.9,138.5,299.9,-115.1,0.05,0.864,90.2,11.3,8760
1771,336.8,137.8,315.0,-123.6,0.05,0.865,92.5,12.2,8760
1772,339.0,135.0,318.1,-115.4,0.05,0.855,89.4,11.2,8760
1773,318.3,125.7,306.8,-110.1,0.05,0.866,91.1,10.2,8760
1774,306.0,126.9,324.1,-118.7,0.05,0.876,91.5,10.7,8760
1775,344.8,127.9,323.9,-118.2,0.05,0.828,90.0,9.7,8760
1776,342.2,130.9,294.8,-118.5,0.05,0.853,89.2,12.5,8760
1777,329.6,129.6,309.5,-126.1,0.05,0.838,92.0,10.8,8760
1778,328.6,120.9,302.2,-117.6,0.05,0.871,92.5,12.2,8760
1779,325.6,133.5,310.2,-111.8,0.05,0.887,90.9,11.3,8760
1780,345.7,134.0,325.2,-128.8,0.05,0.873,90.2,12.5,8760
1781,347.0,131.3,325.1,-112.9,0.05,0.865,93.2,11.1,8760
1782,325.9,135.5,310.0,-119.7,0.05,0.892,90.7,9.8,8760
1783,332.9,127.7,319.8,-117.2,0.05,0.893,91.6,12.0,8760
1784,320.5,135.2,328.6,-122.8,0.05,0.9,90.2,10.4,8760
1785,332.2,134.8,320.2,-123.8,0.05,0.872,90.0,9.9,8760
1786,317.5,127.5,317.1,-115.4,0.05,0.834,91.1,10.2,8760
1787,336.2,128.1,304.6,-116.8,0.05,0.852,90.4,9.4,8760
1788,340.1,135.4,313.0,-126.1,0.05,0.888,90.1,10.8,8760
1789,356.5,127.7,319.0,-117.8,0.05,0.872,91.0,11.4,8760
1790,332.1,131.0,325.2,-125.3,0.05,0.884,91.6,11.7,8760
1791,342.2,130.8,298.1,-120.3,0.05,0.844,90.0,10.1,8760
1792,323.2,128.3,294.1,-117.2,0.05,0.908,91.3,11.0,8760
1793,328.3,129.2,313.9,-120.1,0.05,0.847,92.4,9.9,8760
1794,337.6,130.8,328.4,-118.6,0.05,0.857,90.5,11.2,8760
1795,315.3,127.5,298.9,-123.7,0.05,0.866,91.0,9.5,8760
1796,327.4,134.2,311.9,-122.5,0.05,0.856,90.2,10.6,8760
